begin_node_id,end_node_id,FFTT
42421803,42437300,8.714483199
42471046,42483561,12.29223976
42422053,42429362,15.7725034
371230604,589928187,13.57244966
42471092,42481652,12.3995
42469633,42526329,35.37333626
42421737,42437917,7.8454
42453604,1775270664,22.14867025
593300772,42820840,24.91668057
42422042,42428374,7.297067134
42767057,42742681,27.2587
42471265,42474786,25.1901
42421800,42435308,9.947272455
42422056,42427249,17.00957763
42421882,42432194,29.61011943
42442559,1061531815,5.13047
593301234,42804992,10.43699983
42470376,42501208,12.8087426
42442549,1061531730,15.1268
42421972,42428570,19.6646071
276069438,42920892,17.53908542
42442534,1061531807,26.07031365
42442542,1061531504,24.91075482
1934650109,1044184577,14.2963
277385120,277385119,1.53475
42421728,42435337,10.6692
42442514,1061531790,27.28594124
42521405,42490932,14.90827125
42421960,42427953,18.5591984
42421882,42430241,8.498021839
42442492,1061531731,26.63376662
482661024,276065908,52.75786272
42442475,1061531839,23.1613
42442480,1061531603,19.7424
42421828,42430938,21.91593206
42442469,1061531645,34.46257263
42421810,42431034,11.946
42421810,42431030,10.98494745
42442463,1061531454,30.13395699
42422086,42422168,6.476324128
42442451,1061531634,21.9960947
42421741,42432756,10.7114
42421857,42428863,35.56995559
42421731,42432737,15.10837782
42421728,42432736,13.03984043
42421776,42431024,12.69538616
42421776,42431019,11.1743584
42433881,595703383,2.33836
42442422,1061531608,18.51921152
42422056,42422053,23.4652186
42422053,42422056,15.8489
42470437,42494930,27.11678737
42422050,42422053,29.27811442
593215564,371038821,12.0322
42470434,42494845,17.29733258
42422042,42422050,28.63845929
42421749,42431118,6.04374
42422038,42422042,24.90767433
42422035,42422038,19.11039702
293348991,301546019,35.01252758
276209383,2433000860,36.82708194
42422016,42422018,39.332242
42421783,42429174,4.23663
42520607,42511011,2.62823
42421996,42422000,45.71100769
42421993,42421996,38.08625838
42421982,42421978,5.78797
42421978,42421982,2.5863
42453080,595105496,20.573
42421974,42421972,23.1194
42421972,42421969,27.05739958
42421946,42421960,8.56925
42815107,42816214,21.28450783
42433743,595703242,7.27634
2689614147,2089937977,9.11742
42814259,42842371,12.2137914
42520740,42504256,13.821
593921875,42430677,21.8779
42453011,595105531,4.469147329
593921860,42430691,25.3857
593921856,42430685,31.2971
42449833,596776497,14.57157012
42421800,42424851,10.37132862
42521121,42491616,24.92153119
42449833,596776442,4.80465
42767011,42733194,4.11085
42421877,42421882,57.3739
42866064,42807752,6.50024
42421865,42421857,16.6174
42421857,42421865,10.0573
277032734,42932829,13.70811643
42421852,42421857,11.1425
1946814074,248709626,18.785
42421820,42421810,32.70203398
42421810,42421809,20.62909909
42421809,42421806,30.02182874
42435705,1815133244,24.3847
42421806,42421803,45.70738546
42421778,42422592,9.895879957
42421778,42421776,14.72147672
42521808,42466517,22.07330446
42421775,42421772,29.82707782
42471130,42464570,9.06288688
42421772,42421769,39.41567817
42471136,42463651,5.30703
42421741,42421737,47.69948108
42421737,42421741,51.06752565
42421737,42421731,30.81960556
103878596,103863438,2.69787
42421731,42421737,24.03494896
42421731,42421728,14.3223
42421728,42421731,21.2713
42519812,42525712,17.1246
103878359,103869196,5.850610672
276299310,2089938015,6.19516
370888100,370888101,9.11093
593920893,427804029,12.4568
42520393,42506177,10.2101
1775176474,42424098,12.22368951
2481865390,42440804,20.40964568
1834852948,248709733,39.77665267
103881940,1112485522,13.33776993
358448394,42435635,62.78920152
60007353,295228005,1.4596
2481865390,42437580,21.0002471
42469437,42508211,19.86887149
42519809,42519202,4.897169973
103877791,103879821,13.30555995
1775270664,1919595924,17.08297854
42520825,42486597,14.229
42470387,42477228,45.5
276299050,2089938080,17.6154916
42520740,42488330,27.37992523
42469614,42500046,6.20617
42469606,42500041,11.55019804
42428212,449581627,22.6437
42470396,42474962,13.82521118
42520698,42488270,12.63359771
42433173,595703198,11.0177
42519640,42520559,10.23577137
588593611,246909454,12.7467
358448394,42427817,7.814570635
42470439,42470437,35.11196389
42434951,561042193,16.65739576
589100267,42458017,45.36411415
42912774,42912776,7.83478
42520764,42481968,16.7165329
42470385,42470382,17.84652985
42909195,2402842572,27.13604898
588718770,486819535,17.30258072
42470382,42469633,37.83193675
42911782,42941870,34.23013292
589100164,42458034,18.7663
589100164,42458017,19.48440564
103238622,103237100,8.230769808
42469118,42506366,21.30381759
103877797,103868764,1.37023
593915303,247081122,36.00167802
589100711,42439191,20.01285182
100662030,277481765,25.44003724
42520607,42482473,6.13326
100662028,277481542,57.79898632
60925728,595473421,39.07925413
42521125,42466266,34.0281
42436060,1104165608,29.86501825
486869939,486868138,9.804604391
42449005,596776260,12.96378078
277482363,277482105,13.44350049
589100711,42437826,5.51206
277482339,277482363,3.69403
42444960,1533280148,23.7510338
42862706,42885428,6.77211928
42520729,42476485,4.25869
589100232,42451018,8.23644
358447541,42444933,12.3817
279603573,276209340,11.3634
42833276,597443929,10.7901
42469898,42477282,12.00557817
106089178,106089864,7.630267233
276298577,2089938041,9.54886
380059967,42497720,13.95995594
588175753,42796436,8.040635082
103877626,103868269,5.394930588
277482205,277482097,4.17881
42519230,42519232,4.46492
42519223,42519230,3.78756
42519202,42519809,2.92687
42912776,42900647,7.30301
2387504625,1696727885,13.90844462
42519232,42517465,12.3234
42519207,42517910,10.32218758
42449597,2821304136,16.1871
42520559,42475325,17.52373277
277482107,277482066,2.71852
277482105,277482107,3.88648
277482097,277482339,18.2081
561042194,42449683,13.30989761
61271527,1825732607,31.79506848
561042193,42449683,15.95571987
42519250,42514188,2.60357
42469214,42492412,7.62093
42520686,42469492,8.119260494
205026279,278609760,4.78486
561042188,42449308,11.61651739
42519258,42513498,27.11975279
588593353,246899801,16.2981
42764835,42764839,8.42037
42764819,42764829,9.095710586
42468747,42505383,5.668194235
42764829,42763894,7.791020558
561042204,42446959,36.84986381
588593097,42433718,2.11897
561042197,42446949,31.88863003
561042194,42446945,30.71909453
561042193,42446941,30.6590762
2141026551,42439878,14.3577
42861204,42920889,28.842
2141026540,42439891,14.1229
2141026538,42439860,14.26824313
2141026538,42439858,8.3016
42519238,42511349,2.65047
276203987,276204366,11.2142
276203987,276204325,13.9036
561042197,42445653,13.04207001
561042188,42445903,17.6217
42518976,42518972,24.14512414
561042194,42445653,19.6888335
2141026510,42439858,14.26623182
42520415,42474121,7.96528
42861164,42920894,4.43526
2141026504,42439851,11.8578
471243875,42747190,8.71389
2141026501,42439861,8.83033
2141026498,42439851,12.5444
42519812,42492409,11.80460187
2141026493,42439868,14.18700944
371231343,371225085,23.75845462
42469395,42482032,5.64588
42733678,595801192,6.682423138
482655346,42884818,26.45120601
561042204,42443804,14.5844645
2141026544,42437211,14.3644
2141026538,42435802,43.27831237
42768534,2912071211,5.60416
2141026515,42436003,12.4542
1258945651,278632502,10.8675
2141026505,42435858,37.8979486
371231224,371225132,7.69636
371239960,1369722086,7.251963826
2141026493,42435810,47.76233494
42430594,246580466,6.81054
42469640,42470387,42.8236
103877570,103855864,2.59067
42764839,42756130,10.9407
42518571,42526050,18.62747602
42424098,371037281,29.78174804
42912767,42888656,7.82089
42764849,42755148,10.5124
277481749,277481750,8.38625
2141026500,42433743,13.336
42469612,42469606,26.85774992
42812173,42860206,9.047602855
301546017,1293095295,32.4974057
2141026510,42432905,42.67241648
2141026504,42432900,30.62843408
889585049,42427412,15.0404
42448338,596775951,10.5935
42448338,596775919,16.29380748
2141026544,42431207,41.56941945
42765242,42741098,12.43706736
296933787,103857853,22.44061556
42518710,42518716,112.431867
42519223,42502645,14.5599
42427504,1544809889,18.52574729
42469624,42467033,14.72254523
277136465,42815933,22.73392308
2141026551,42429536,12.8707
103876754,103876732,10.1697
371034153,371037077,30.5319
2141026510,42429732,13.96843272
2141026515,42429536,9.92862
2141026504,42429732,10.4578
42861216,42908871,2.64373
561042193,42434951,12.45883276
589100393,42423774,7.03198
42469475,42469478,7.662761513
42469472,42469475,11.99493557
42448216,596776127,13.04939427
42448216,596776120,12.14192237
42520210,42469118,23.99166331
476241458,599270645,30.69503669
277481542,277481814,10.73495128
561042200,42432444,30.75859349
42911782,42911763,56.189
2216963516,42433870,22.8325
42519202,42498552,6.880569483
42911763,42911782,43.83980839
42861196,42906428,17.31080915
42469391,42469395,6.73636
42469389,42469382,15.06758638
42518739,42512120,25.9354576
42518588,42516389,33.52695467
277481423,277482762,26.74943789
1258945357,278630368,19.53602964
277481436,277481749,23.6545
589100267,42422509,27.2128
42446182,2799368116,11.9084157
103876893,103864941,4.1764
42469212,42469214,9.67813927
486868873,486867490,6.90667555
42427828,246650510,5.28874
2481865390,1773063789,34.9605
103237100,103245957,8.497807616
42811451,42866518,5.0044
42810967,42880853,13.75796468
42844301,276203987,5.66949
42467463,42518580,31.30840207
486819535,486819536,6.760980118
42423579,371034158,12.30195331
103876555,103867934,6.045529353
308693080,308679528,1.6043
308693078,308679524,4.7244
42423565,371034153,7.34708195
42763894,42764835,8.879567654
42518972,42492540,17.69237048
42467848,42502968,25.8083
2447703173,42874679,9.20803
42811446,42861252,37.83315933
103867019,752178858,2.71613
42519271,42480534,9.652591274
42467919,42498514,4.15631
42427494,246650840,15.40992557
103875882,103882339,7.36719
451020319,451018391,9.881470103
276067533,42899921,10.52983137
42519258,42478109,3.86023
595314120,595314119,6.60626
370927297,42452882,83.26651284
42468453,42479028,14.74668902
42468449,42479021,13.01292405
42431363,595703314,48.7135
486868138,486876059,14.39610418
42518580,42496521,35.0599
42519216,42476721,3.47057
595314036,595314040,8.56739
451018391,451074820,15.41288933
42809790,42904563,10.06720434
42444353,279151954,13.15089207
42811340,42855098,27.75753679
2447703173,42864879,8.038743983
593301322,593216034,15.43705751
42467403,42504433,17.82736537
42860617,42896831,9.89837
42447230,596776032,16.53375329
246890579,42453442,10.0255197
42517597,42519216,19.557
42466950,42516250,39.94698222
42861190,42876764,14.28824186
42447166,596776260,32.39632565
1657671821,42764835,5.21994
42517603,42517600,13.69762511
42517600,42517597,14.98990308
2837053797,2318033748,1.85713
42437928,2481877067,16.1934
42466491,42527868,36.5319
42860179,42906104,15.9426
42447105,596776089,26.73570039
42809536,42902909,34.76855744
103875882,103866383,11.1725
42439454,1061531707,12.88501131
593973910,358448394,6.205495139
42517465,42517467,22.6663839
277768073,2089937994,7.263245573
103875777,103867019,2.739
42466266,42529939,29.9943
42910603,42910593,9.490739899
42466440,42523094,31.59602283
42860012,42904433,8.67659
100659881,277481443,17.4269
2447703182,42849658,9.87787
595757814,60921026,12.61422833
42437670,593915305,44.61191516
530754330,103132818,2.75882
42445037,2698702581,29.23788947
42859957,42904454,11.8283
42433281,1692433942,11.5949
246890579,42440527,20.53690791
42859920,42904507,13.17654772
482640607,482640620,25.3563
42443156,595314036,20.3206
42860618,42880331,18.6314
482640620,482639370,41.1518914
42435636,593973910,55.99189429
42432438,561042200,25.6227
596271291,471243699,14.9461582
278642254,486819531,10.9796
42517097,42517094,11.44306166
248709733,248709714,6.3569
42517087,42517081,18.226961
248709714,248709733,7.24746
42836513,1904847201,25.40053901
42467919,42467912,13.32341089
486867548,486867605,9.75989474
42441777,595352927,15.18556405
42467929,42466383,13.9194
42810501,42856569,32.6561
486867605,486864444,16.82429387
42517467,42502653,15.85701039
42467848,42467844,12.033
62915527,42453555,9.99916
246890279,42440918,9.31309
486867405,486868873,11.37597971
597328332,597328336,29.7863518
486867432,486867405,13.46125078
42467912,42464292,13.57402634
248709587,248709390,13.09757017
42446461,596776078,12.54922974
42446461,596776041,14.12342385
42438862,1061531695,32.91302359
42762533,42766934,12.21032869
246890279,42438060,17.7542344
42437580,2481865390,13.11635816
42517476,42497788,12.59283817
42517021,42511729,27.31714385
42467033,42488442,15.80527996
42517465,42497773,2.89548
42431099,587812578,36.36708436
42517910,42483640,9.271913306
42861252,42849847,13.91639857
246890279,42436024,8.109967213
103882084,440243651,2.5577
248709390,248709587,22.30869623
42466412,42504046,11.02572491
451068157,451068180,4.21686
451068154,451068157,1.98688
42466438,42502404,20.26456299
451068180,451066683,3.73598
482652239,42909624,3.466959539
62915536,42443549,14.79622146
62915531,42443549,11.43092108
42467081,42481677,9.90505
62915525,42443570,12.49206559
42429211,595729841,2.71727
482640607,482623180,7.93254
42446155,596776546,29.24794111
42467396,42469876,10.52935614
42446138,596776201,23.79065661
62915536,42440253,11.74511075
42466454,42497788,33.16114439
42446099,596776166,20.6213
42446086,596776260,21.4081
42860618,42860617,11.99789952
42860617,42860618,11.92992469
42446070,596776177,24.16442927
595352904,561035372,7.20819
482640649,482617546,8.858291624
42860563,42860570,8.670490108
42446021,596776089,23.70968492
62915525,42437379,15.12341317
42446013,596776041,26.32678117
103874255,103883742,7.89751
42884818,279609722,8.057398937
42445972,596776032,28.94835041
42445961,596775985,27.64136743
103160730,103111281,15.16061199
103861405,1112485531,1.54843
42509264,42474126,6.58392
42424334,825418517,2.97503
42465871,42465874,6.451525771
103873764,103873766,8.527782255
482639370,482640649,13.0768
1061531839,42431034,23.1773
1061531707,42439464,48.21391476
42445926,596775882,30.9845
42445936,596775919,33.50409771
0,0,5.38725
42445950,596775946,24.25230464
42445928,596775870,50.82815816
42807818,42919829,7.26604
42445930,596775914,45.48101205
42810494,42833309,8.7619
471241911,42724759,4.58516501
276065579,42909624,32.83550596
598228721,42488516,16.61713911
42445817,596776349,7.51929
103868835,60007644,10.3668
42517600,42476725,33.42236501
42860230,42860227,10.1846
276299053,276315696,22.66441806
482539630,2446054619,7.746293122
1061531603,42442480,33.47470664
276299131,276314184,23.21401145
42467023,42469612,14.65117918
42466506,42486350,15.31416872
42467024,42469614,10.7873
42860233,42860230,9.41086
1061531509,42443310,23.58350091
1293095295,103859189,24.50147299
42861322,42828372,12.3747
1061531491,42442432,6.196531513
42445733,596776103,25.22929803
373867810,42467403,10.06660098
1061531757,42428634,16.31785545
1061531815,42428746,12.25573505
42860184,42860179,13.9291
42517036,42488429,14.91030127
1061531454,42442463,27.15553784
42860206,42860202,9.068480551
42517081,42486735,15.90357517
42860202,42860194,18.10520954
42465236,42521125,37.0629
42810468,42826957,9.545661985
1061531790,42431089,26.9214
42457788,247223720,115.2956339
42910092,42885762,18.8095
42860164,42860161,5.39285
42860170,42860167,15.3994
1112485531,103886478,3.07967
42763131,42719445,3.01735
1061531790,42428709,11.8088
1061531731,42431067,9.2954
1061531815,42428737,16.09293408
42810972,42810967,29.30092615
42908517,42932492,13.75482787
1061531807,42428711,17.54887266
42810477,42826048,9.20574
2054405674,2054405601,89.95585039
598227919,42502712,12.91050501
1061531790,42428701,14.97346387
103874255,103869921,2.53333
2025209406,2025209370,21.0185
2054405684,2054405674,7.968818481
1061531768,42428689,13.05665633
1061531645,42421775,13.6602592
42424395,587988392,12.98266231
1061531695,42428065,14.93853072
42466514,42475959,20.78301779
1061531730,42428725,8.8701
276299309,276299310,6.8928
1061531731,42428701,9.9805
1061531645,42431024,22.7722
1061531730,42428720,10.708
1061531731,42428689,15.21820799
42464848,1258875489,16.0524116
42860017,42860012,40.97481874
1061531631,42431108,14.5236
1061531707,42428590,16.07403692
276299282,276298577,14.9546
42859209,42884832,14.83850835
1061531695,42428645,15.77414168
42517603,42461394,49.10389282
1061531637,42428682,11.8363
1061531575,42431118,23.20823383
1112485544,103880448,13.61559063
103873768,103881214,23.20844624
42859957,42859942,45.21136729
1061531645,42428661,10.33588398
476025435,1895628122,19.80755486
1061531608,42428601,15.12425491
1061531550,42431030,17.8258
1061531634,42428640,16.73872192
1061531631,42428725,5.61482
1061531839,42421809,15.4953438
42466401,42476648,13.13131076
42466398,42476648,13.84558797
103873766,103873768,8.370401019
42861161,42818588,19.27577087
42908259,42932921,8.41098
1061531504,42431102,13.2882
42465738,42496115,10.7759
42464848,42523691,15.05419902
2912071217,42768516,9.77971
1061531527,42429999,30.4534
42427494,246580466,10.1147
370897167,589100711,48.61446283
607920363,42446424,11.63299673
2912071211,42768535,7.7165
1061531768,42422016,4.83847
42439191,589100711,19.125
1061531550,42428661,14.067921
1061531454,42431019,25.04332878
1061531654,42421741,43.2145
42431187,561035334,52.26829632
42908962,42908954,7.13234
1061531504,42428720,12.13855771
1061531717,42421749,12.06946469
42445230,596776009,13.16225825
1934650086,2447553689,168.023
276299054,276299053,10.22079845
1061531654,42421749,11.32423194
42908922,42908916,10.76984135
42516250,42499172,41.37191944
42466306,2312641457,6.400128478
1061531454,42428065,15.11894644
1061531447,42428583,20.97204919
42908916,42908911,11.99969644
42465874,42465878,6.431606183
42466249,42466244,11.0388196
42810479,42810477,21.13028208
42466499,42466496,14.32635785
42466512,42466510,13.57420248
42466517,42466514,10.33026613
60007332,1381944089,5.867924878
42517094,42471595,19.12343345
42466513,42466512,12.96030492
42466514,42466513,11.8174
42516389,42493251,35.0607
42466500,42466499,12.24213525
42466506,42466503,18.4493
42466510,42466508,14.08742374
42466508,42466506,13.37761109
42466196,42475971,30.91676989
42466503,42466502,12.57152735
42466502,42466500,15.35523452
42810491,42810479,28.91212031
276065908,42874694,32.274326
42466492,42466491,15.28072925
42466496,42466495,18.42189909
42466495,42466492,13.44148173
42466468,42466454,17.41693409
42466491,42466481,15.27521116
42466481,42466468,15.92957311
42466383,42467919,15.79792623
42466447,42466440,15.2086907
482652239,42874694,19.86438223
42466454,42466447,19.971
1061531550,42421809,4.56443
42809955,42827615,27.48845462
42466440,42466438,13.10940459
42466249,42466259,13.2580164
598228039,42480537,20.78870674
103873526,103876555,6.001850661
1061531509,42421972,15.87279949
42516043,42500683,8.94343
42466405,42466401,7.21521243
42466389,42466395,13.47189381
103878112,2735660226,5.452154511
42466395,42466398,14.1403
42761233,42761235,10.591
1112485711,103861407,11.26888473
42466376,42466378,21.29124482
1061531454,42421775,12.13766127
42761235,42761237,9.81754
42761245,42761249,9.88503
42861200,42808193,2.57317
42437305,1061531550,32.25341868
2807666064,42885397,18.87909401
42466290,42466299,16.9437
42466299,42466306,19.7603548
42856797,1064257420,10.08554076
42466282,42466273,10.22040924
42466290,42466282,5.99345
42466282,42466290,16.21322337
103873489,103873490,4.15839
42466266,42466273,17.0748
42466273,42466282,16.5479576
42466273,42466266,11.11971174
42466259,42466249,10.78283144
42466266,42466259,11.13538813
42466259,42466266,13.46839293
42465878,42465881,6.425111046
277385050,42866377,12.26981682
42429394,595682316,32.4907
42441299,595314120,59.63007099
42466239,42466244,12.14435968
42466244,42466249,12.39521014
42466244,42466239,11.95207988
42466234,42466227,10.06833996
42466239,42466234,10.44649615
42466234,42466239,12.92983325
42466209,42466204,11.61276735
42466219,42466227,11.60625529
42466227,42466234,12.86661163
42466227,42466219,10.35679591
42466214,42466209,10.88180666
42466219,42466214,10.39238775
42466214,42466219,12.56901169
42761088,42761092,12.58221899
42466191,42466189,9.174503632
42466202,42466200,9.348844042
42466204,42466202,12.98742882
42860194,42835415,14.5324
42466192,42466191,9.662339696
42466200,42466196,10.20004096
42466196,42466192,27.74049783
42466179,42466172,9.449863669
42466186,42466184,10.10445296
42466189,42466188,9.806748436
42466188,42466186,10.5554881
42466180,42466179,8.66007082
42466184,42466183,10.00048629
42466183,42466180,8.993107614
42911782,593300772,17.01904718
42465233,42491625,11.94111898
597444023,106100961,25.30240961
1064257394,42846335,25.83965296
42761082,42761088,5.743993709
42761006,42763131,6.24799
276065579,42874694,8.292035369
276298606,276299309,6.90085
42466172,42465649,9.462385528
42465234,42491625,12.57205495
42515829,42497780,11.93522413
42515844,42497624,22.1665
561042202,100522731,54.86585671
42757938,2025188866,14.4066
42808179,42872060,23.45193195
2757013684,42860247,9.573550852
42465893,42465899,6.159311908
42427242,1584024995,17.45602413
42464934,42500051,16.69984255
103873490,103866947,3.87641
598227835,42478164,11.44964549
42760885,42760889,14.34034607
598227849,42476753,14.65518729
295516882,295517111,4.46867
449616592,598248807,12.3104
2569923500,42453398,21.20944238
42514918,42520415,8.537611437
405984035,42450656,8.30741732
42465899,42465906,5.834203658
42465926,42465770,9.069151274
42465906,42465738,4.3591
42428922,561035357,11.69098475
42465265,42465263,15.9548
42809589,42809585,9.835879197
42858918,42858920,14.31445945
276032821,371034162,25.0367
42480088,1692483438,3.77326
42444487,596776173,22.33075155
42515023,42515022,23.26477217
42505420,598033003,11.02397066
42465852,42465857,8.457947733
42909624,42864880,7.373947828
42761249,42745890,9.84062
42808195,42861204,29.2483
449618008,598202939,16.0121
42514454,42531627,11.37421811
276065579,42864879,10.06017457
42761340,42741118,6.75329
276318043,42901546,3.15123
42909564,42864781,13.06719975
42858920,42858924,11.81451444
589298625,42450645,13.80280502
42761092,42748183,13.21423337
42807755,42874655,10.2644
42465857,42463398,8.36531304
42858980,42858987,8.732637129
42858987,42858990,27.38190217
42761237,42743425,9.94853
42858924,42858925,10.96945875
42858939,42858943,16.86658326
42465728,42465893,6.125043735
42858943,42858947,6.9017857
42809781,42809784,29.83656884
42809787,42809790,38.66107381
42809784,42809787,27.34729506
42809593,42809589,9.901087458
42809642,42809639,8.86138537
42859976,42825307,34.29157108
42858907,42858910,10.2336
42858913,42858918,8.265760859
42858910,42858913,8.526097227
42860167,42819392,12.7046
42464827,42492210,21.88105506
42858898,42858903,11.03841415
42809645,42809642,10.09678801
277386523,42802987,9.430501595
42464538,42500039,8.240437307
42465257,42477241,36.3973
42809649,42809645,17.83916869
42465279,42475977,35.66330895
42809660,42809649,21.72952199
42809596,42809593,9.941110177
42809627,42809624,9.257076359
42809639,42809637,16.39044253
2757013712,42842881,9.503369252
276067533,42795952,5.662830729
42809630,42809627,10.45457533
42809637,42809632,8.995145089
42809632,42809630,9.998606559
42809599,42809596,9.049099471
42809618,42809615,8.706482109
42809624,42809622,8.808046045
42809622,42809618,8.796004729
42909227,42866903,5.07729
42809615,42809611,8.869989068
42809602,42809599,10.08051012
42465267,42465265,15.8703
103879734,440243679,2.34773
2141026493,2141026501,10.0894
42809560,42809554,12.16626838
42809579,42809568,16.81779288
42809585,42809582,18.89689747
42809582,42809579,14.50859176
103872293,103886410,6.34395492
42516187,42467396,9.916537198
42809568,42809560,51.83946476
2408421436,481404934,17.71960663
2141026501,2141026493,14.48472252
405984035,42436716,15.9663
42809554,42809551,9.534931894
42910163,42836198,16.65132037
42809551,42809549,8.844074832
42761265,42733534,11.084
370924677,42424183,11.19838732
339044224,42436393,11.4911
42809539,42809536,14.44662753
42809543,42809539,11.00349963
42761241,42733958,9.65034
42428374,1506902240,32.42950137
42856569,42923767,5.34737
42760889,42744118,7.689099455
593915267,42452975,15.4377
42514554,42514549,4.6599
42809549,42807081,17.15744257
42463398,42527617,8.057566986
42908962,42869967,27.3182
42807836,42859957,13.94318365
42807818,42859920,10.8474
42465270,42465267,14.2397
42514454,42514451,20.26652318
42807752,42860012,5.42861
42465343,42465340,13.44223963
42465349,42465343,12.31397371
42807554,42867023,5.07828
42859942,42815107,17.94398397
42465340,42465336,15.03940775
42465336,42465332,14.97882539
42465305,42465301,15.8769
42465312,42465309,14.63373012
42465318,42465315,15.16729894
42465315,42465312,13.19833633
42437826,589100711,6.877584736
103872547,103872546,1.50027
42465309,42465305,14.26086185
42465273,42465270,15.8583
595245925,1672106382,10.39774995
42465298,42465296,15.6728
42465301,42465298,14.76144923
42514451,42514448,39.39464039
42465292,42465288,15.58471186
42465296,42465294,16.0633
42465294,42465292,15.36190756
589298803,42429981,24.82967719
42465284,42465281,15.8863
42465288,42465284,15.25787938
595245920,1672106382,20.24893387
42465276,42465273,15.78203574
42465281,42465279,15.68356572
42465279,42465276,15.8683
42428922,561035359,6.8101
1773082410,1918039898,18.9863
42858947,42836292,11.81814834
593915295,42446678,37.91222862
42465250,42465246,16.1652
42465260,42465257,12.7276
42465263,42465262,15.8973
42465262,42465260,11.7796
42465253,42465250,14.4537
42465257,42465253,17.065
42514447,42513157,13.4873
42908901,42866622,11.611292
42465238,42465236,13.4078
42465246,42465238,13.69360991
42514559,42509228,3.5173
42858934,42843178,11.70881238
42428080,60918583,25.44479724
597261862,42513166,10.33116949
106074992,276235958,5.065912266
486864458,486873300,4.242382425
42430233,1692433942,32.11501681
42514188,42519258,8.69266
247085079,247081122,36.83607953
42430187,1692433938,12.1778
42908517,42876795,8.30814
42858334,42858980,6.165418492
42464419,42484216,19.80951854
42910092,42825302,13.848
42797312,106090514,20.88077565
42859920,42807818,7.53293
106717940,588178801,6.66086
1064257426,42809781,16.13539197
486864458,486871373,4.92771621
103879149,440244523,11.7914
2569923492,42422026,27.63430469
103872510,103863417,2.5844
589298584,42427965,7.9632
593915202,42443977,9.545336931
42443612,596775951,24.11644167
42877708,482655346,7.799382088
42897099,279155134,15.3819349
422438821,42455662,9.335449691
42464938,42464936,14.49368531
42515018,42486265,14.27297746
246887345,42440850,9.32062185
246887345,42440847,7.46332
42793624,276069438,19.31941539
42515011,42486239,15.85149132
42464955,42464953,14.09506295
277385119,42820847,4.51012
371247627,593909400,21.4711
597325450,597325461,13.62216173
42464936,42464934,14.76813589
593915305,42437670,17.1706
42844233,2799469682,4.15222
247227450,561950065,18.20049146
42844233,2799469684,6.468870145
246887345,42436088,27.3117
42908540,42866384,10.2924037
42808177,42832467,19.10578627
103872546,103858344,2.53367
42464273,42482403,7.63748
42464852,42464848,11.68369006
42514974,42483561,27.86071649
42428928,561035359,8.76173
42464580,42464586,18.56486078
42464292,42476636,15.73807301
42514274,42502705,20.3449
42504249,598035431,4.43993
2831728347,42444453,21.2785962
42464621,42470434,40.26518527
42910339,42808179,25.18366429
595703304,595703303,4.05419
595703303,595703309,20.4058
593915293,42430629,9.2984
595703269,595703283,6.408002174
42464589,42469879,6.095293098
589298326,42428013,10.6356
593915305,42430629,5.97548
593915211,42433644,9.24902
593915305,42430639,11.04714708
42858888,42823995,27.50453637
