begin_node,end_node_i,AADT
42442575,42437142,11640
42442684,42433020,14642
476241497,483584559,31832
42442609,42435940,16699
42442584,42429827,22579
42442415,42439464,18854
219863957,278607894,12140
42835569,42835573,7091
42442961,42423565,72768
42442580,42435354,11640
42442574,42435360,11640
42442577,42435367,11640
42442247,42445498,11373
246912427,42511260,48380
42442514,42436990,19436
42442459,42438862,19436
42442569,42435359,11640
42835549,42835551,7091
42442613,42433797,16699
42835551,42835569,48202
42446723,2141026500,20239
2318033748,307870558,104196
42491439,42491444,3420
42442722,42429452,14642
599270645,481250111,26430
42490968,42505415,11637
42491444,42490968,11637
42442273,42442269,2255
42442469,42433567,19436
42737723,42719500,5522
42442255,42442247,4387
42442542,42433252,11640
42438018,589927880,11623
42442480,42434160,17208
42442117,42445215,7941
42440951,42450426,7748
42441668,42441670,6981
42442417,42428601,30107
42442291,42436088,3799
622232010,597294496,25130
1930487416,42453999,7372
42442578,42429714,11640
42442164,42442175,27683
673008453,42440271,6753
42442158,42442164,27683
673008453,42440277,6753
42442286,42436567,4387
42735692,42778545,4556
42442432,42432564,19436
42442123,42442117,7941
42491540,42482561,46069
42442723,42423101,14642
805771586,42442842,22656
42834948,42843048,11615
42833612,42885773,10848
42451402,370880759,45854
42442230,42437605,2069
595314111,61257626,134896
42442128,42438906,7941
2821304137,42429562,11197
42442247,42435472,11373
42491139,42491136,11637
42443127,1773082410,28935
1930487416,42449685,37201
42491625,42477222,3817
42833574,42885759,4853
42442276,42433577,10218
42442432,42428634,21073
42441670,42441654,6981
42441903,42441299,8817
42833515,42885751,36317
42833561,42885753,4857
42442415,42428590,30107
598202929,42480534,11381
42442584,42421852,11640
42442269,42432156,4387
42917418,277787301,38415
42491656,42472136,6522
595254573,247123651,104119
42441926,42441942,8817
103162181,103125418,10000
42442286,42430154,22156
1812608108,246890579,58373
42441913,42441926,8817
42441670,42441668,6981
1242159811,277482205,156598
42442463,42421772,12468
42442269,42428441,4969
1773066054,42433537,9186
42441774,42441777,2268
42736334,42748535,14621
42441942,42437223,8817
42803880,597443992,109733
42885751,42833515,36317
42442404,42421982,18854
42885762,42833591,6142
276318084,2053820238,6000
588178801,2799547042,32023
42833618,42874646,9093
427842125,427841043,10817
42441521,42437005,6981
42441526,42441521,6981
1533280148,42434427,5600
42491627,42465236,3377
42833321,42882973,11460
42441654,42441670,6981
486868873,42437108,45397
42736243,42746255,14621
42491616,42465233,43519
42441535,42441526,6981
42441668,42438867,6981
480217241,479847987,6092
480217241,479847986,83933
2404083356,2837053797,104196
42441569,42441564,6981
42441564,42441569,6981
42490105,42504024,12995
486868873,42432108,22656
278637105,1272562910,136425
278641497,42448483,6391
103855864,661993821,104196
598202925,42463657,11381
589928037,371337145,12575
42474811,1970262955,13118
42441535,42437058,6981
42736335,42736334,14621
42489991,42509258,6229
42736717,42725008,16467
42429521,588593097,45854
103111330,103112577,10000
42866451,276204366,6303
295229623,103876754,104196
42441654,42431007,6981
2312641457,42464848,11388
42833309,42874050,6460
42441654,42432572,6981
42932888,42932884,36317
42883059,42904211,13373
2141026498,595703198,23354
42932884,42932888,36317
42735812,42749525,14621
370880761,205021629,14255
42440946,42453472,58373
42441587,42433569,6981
42441564,42434161,6981
42736247,42736243,14621
42441668,42431009,6981
42441257,42441263,8817
427842141,427842134,30546
42932829,42932839,11960
42932839,42932829,11960
42490467,42490380,13867
42441299,42441283,8817
370880759,205020852,45854
42441283,42441913,8817
42441263,42441257,8817
42441283,42441276,8817
427842140,427842069,10817
42441283,42441299,8817
427842140,427841050,5600
246913431,42446640,58373
42441276,42441283,8817
42440104,42440108,9837
42935204,42833397,17750
42440350,42454798,18139
42433554,588455700,13567
42440825,42452040,37101
42490577,42483551,11381
42736713,42718381,6989
60810758,530475880,14086
42441564,42431037,21073
42490377,42490375,13867
42490380,42490377,13867
277481443,1369722081,85839
42490932,42471615,10954
42441526,42431078,6981
42490356,42490348,13867
42735954,42741030,8727
42735942,42741087,6055
42440943,42449089,1867
427842069,427840968,4936
42734926,42767049,21391
42440679,42453700,1739
597688919,461040429,51134
42440253,62915536,102523
42441257,42437156,8817
42440960,42445033,3749
589928187,371321235,96874
42445587,2141026540,20239
42441535,42425348,6981
42440934,42445039,4767
42833012,42874076,6460
42440918,42445711,12837
42440686,42452076,1739
42445769,402480678,70833
42440686,42452084,11585
593839894,42430664,23833
42440934,42440935,32684
42734870,42767011,223380
42440935,42442404,18854
2148166693,42471722,123631
42490348,42484219,13397
406048768,589099881,142638
42856651,482539630,31553
42441587,42421778,6981
42440785,42445617,11585
42433229,278609934,10083
42441276,42431193,8817
42440960,42440966,32684
42440792,42445620,2087
42441569,42421820,6981
42441263,42431193,8817
42440565,42448406,20669
42440869,42440873,58373
42835573,42788904,7091
42440553,42452396,6000
42440854,42442291,4387
42833059,42866526,7080
42932884,42917872,11960
42441254,42429718,8000
42440567,42448406,20669
42440854,42440869,37101
42440869,42440854,37101
42440469,42452882,6569
42440825,42440820,16856
42440850,42440854,37101
42445310,358447541,7059
589928259,589928201,7220
1431790464,2569923500,58373
42445215,2141026510,20239
42433302,588455859,4211
42932488,42927001,6297
593839894,42430651,104196
42884844,42831212,4501
42440527,42448568,28081
42433324,588455859,1799
42440785,42440679,4463
42834180,42826636,8334
42440737,42440743,22099
42440463,42449961,7065
42440743,42440737,22099
42440323,42453310,30969
42440737,42440729,37201
42440729,42440737,37201
42489993,42484186,1889
42440686,42440682,11585
42440290,42453943,3305
42440810,42438038,37101
2422186265,622232072,21189
42440743,42439006,22314
2422186263,622232002,25130
42440754,42439001,16118
42440567,42443621,6000
42440966,42431563,7168
42734886,42757621,20116
42440682,42440679,2087
42440754,42437830,16118
597325461,42901466,10476
42440459,42446991,24647
42440721,42434352,16118
42882974,42882975,6297
42440453,42445930,6569
277385050,597269956,5739
42440710,42438784,23149
42440810,42435451,37101
42440408,42447428,11585
42440754,42436957,16118
42440628,42440639,2500
42882975,42882977,11460
42440935,42430749,6000
42440951,42430375,32423
42440737,42436942,5462
42440729,42436941,16118
42440079,42457282,6000
42882983,42882987,11460
42440729,42434352,16118
42440449,42443928,14255
2028328018,2025209406,23255
42440170,42454042,4299
42440829,42433573,10218
42734894,42753817,21391
42440326,42448701,17886
42440323,42448693,17886
42833059,42855140,7080
42440465,42442952,7065
465132522,42519202,36040
42440545,42440553,4969
42440804,42432246,3262
42440376,42445587,6000
42440639,42437401,58373
42833321,42833316,11460
42440325,42440326,6000
42440270,42444271,6753
42440453,42440452,18753
42440476,42440469,20669
42734120,42775278,14732
42832478,42872054,8000
42440829,42430135,37101
42440356,42444242,2549
42440313,42445950,28576
42440356,42444255,6753
42440743,42431470,22314
42440465,42440463,37201
427841011,427850840,20152
42440469,42440465,45373
42440456,42440453,13727
42440463,42440459,24647
42440459,42440456,7065
387184869,42448707,23755
591454081,42454642,58373
42440565,42436716,20669
42440798,42429637,37101
42440798,42429636,37101
1773066054,1773063789,25209
42440452,42440153,11209
42440729,42431459,2687
277028983,2089937973,8904
42440815,42428433,37101
42440820,42428433,37101
42440721,42431452,2687
42440710,42431490,4431
42440697,42432066,30331
42428814,627905367,19753
593909375,593909360,16943
591454081,42452008,58373
42440710,42430253,32423
42440449,42438531,8647
42440815,42427316,37101
42440527,42436115,4787
42440847,42426089,11741
42440810,42427316,37101
42440388,42440385,20239
42440710,42429373,5462
42932888,42900660,36317
42440838,42426089,37101
42489486,42490356,13867
42440356,42440353,2549
103159360,103162783,10000
42440449,42437503,14255
597844574,1258875424,46069
42440340,42440343,2549
593909400,593909360,14133
42440353,42440356,2549
42440353,42440350,961
42440343,42440345,3808
42440350,42440353,961
42440350,42440270,18139
42440153,42445928,18753
597844574,1258875665,13460
482661734,482671987,8823
42440721,42428493,30894
42440335,42440287,6753
42488527,42519271,11381
42440335,42440340,2549
42440108,42440104,9837
427841050,427841071,14422
42440282,42440284,6753
589928040,589928029,12575
42440385,42438275,20239
42440838,42424395,37101
1773066054,1773060099,9186
42439887,42453258,20239
593909360,593909400,14133
593909360,593909375,16943
589928020,589928037,12575
2087152354,1398594289,24088
589928038,589928033,12575
589928037,589928038,12575
42440284,42440287,6753
589928033,589928040,12575
42439868,42453251,20239
42932492,42908517,6297
42440271,42440270,6753
42440277,42440280,6753
42440280,42440345,2549
42440280,42440282,6391
42440270,42440350,18139
42439858,42453236,20239
42440271,42440347,2549
427841034,427842125,4936
486867490,42437106,45397
42440270,42440271,6753
293351273,103878112,104196
427841034,427842140,4936
42440325,42438174,4078
42437693,371247627,4698
42833325,42833321,11460
42440146,42440144,22579
427841023,427841011,20152
371038821,593300940,25651
42440918,246890279,58373
427841043,427841050,5600
427841023,427841034,9891
42488330,42520740,8020
42881130,42926712,2955
42440408,42432094,11585
42440381,42433779,20239
42433581,1919595917,28081
42433581,1919595916,28081
1672106382,595254571,104119
42440170,42440163,32684
427841011,427841023,20152
42440112,42440122,5468
42440313,42434346,28576
42440138,42440144,22579
42440854,246890279,37101
427840984,427840979,5600
427840973,427840968,4936
427840979,427840973,10817
42440131,42440134,5468
427840957,427840949,32684
427840965,427841023,9891
42440345,42433330,2549
427840968,427840965,9891
42833332,42833328,7888
42440122,42440125,5468
427840965,427840957,20152
42816050,42816054,3233
427842140,1533280148,10817
42440376,2141026505,20239
42437951,42433281,2500
42439006,42439001,16118
276062171,476241462,8546
42439981,42435668,29870
42439984,42439981,5907
42440163,42435684,30546
42832996,42841755,6460
42440873,246887345,84433
42440072,42440075,2132
561035372,595352904,23606
42440056,42440059,17116
42440069,42440072,2132
42440065,42440069,2132
42440025,42440022,23378
42833250,42833309,6460
1773063787,42446617,25209
42440847,246887345,3799
42440059,42439228,2132
486867490,42429769,1739
42833250,42833248,6460
295228007,103886354,104196
42440004,42440001,5907
42440015,42440012,5907
42440020,42440015,5907
42440108,42437196,5468
42440009,42440004,7048
42440012,42440009,5907
42440075,42438018,2132
42439994,42439990,10441
308679528,1793478690,104119
42440347,42429353,1760
42440345,42429354,2549
308679524,1793478670,104196
482661734,482661024,10610
42439996,42439994,10886
42734113,42754847,6989
2433000853,106074504,115700
42439955,42439952,10817
42439968,42439964,15162
42884844,42804745,4118
42439972,42439968,5753
42734868,42734870,10891
42935217,42815810,7888
42439960,42439955,10817
370898426,42423549,7953
42440313,42427762,18753
42440353,42427254,961
42440163,42432594,7998
42440287,42428385,11011
42440144,42432929,5468
42440153,42432580,11209
42439860,42439861,23354
42439878,42439873,23354
1672106382,595245925,104119
42439981,42437363,8718
42733958,42761245,1139
42439952,42437654,23861
42439891,42439887,14233
2629162214,2629162213,13965
42734902,42730749,21391
42439873,42439868,23354
42439783,42442722,14642
42439873,42439878,23354
42439861,42439860,23354
42439868,42439873,23354
42440290,1431790464,16856
42439580,42440815,37101
371034158,1775176474,100896
42440131,42429747,5468
42440104,42431210,9837
427842134,42443975,32684
42439842,42439840,7059
42439972,42435660,29870
42439964,42435654,29870
42439830,42439826,4431
1272562895,278642254,19342
42439485,42449828,18753
42833328,42824112,7888
42439826,42439823,15048
42439960,42435650,29870
42883005,42856566,1363
42440144,42429827,22579
42439389,42452951,18753
42439096,42459436,1958
2028328040,2028328018,23255
42440125,42429747,5468
42432556,248709587,80
42439416,42451754,6000
42440001,42432585,11209
42882987,42856551,7734
42832999,42832996,15380
42439203,42456543,3887
42440022,42431549,6125
42439887,42436003,23354
42439964,42433611,9800
42833185,42826038,30665
42439813,42437749,12423
2028328023,2028327964,23255
42439990,42428297,10441
42836082,2297172754,6000
42427335,2854054927,11585
42440025,42430390,5907
42439489,42447201,12885
42432540,248707601,25566
42439836,42435618,23984
42440015,42430371,7748
42440009,42430363,5907
42439823,42435596,23984
42488999,42484162,9378
42439834,42435610,23984
42440001,42430358,11209
42439416,42448257,6000
42439996,42430352,5907
2028327964,2028328040,23255
42439994,42428303,5695
42440022,42428329,14110
42833397,42817377,17750
42439990,42430347,5907
42439409,42448254,26526
1381944089,60810564,276476
42885123,42786700,12494
42439403,42448238,26251
42833349,42817418,3112
42439203,42453310,4078
42440020,42428321,14110
42440012,42428313,14110
42833316,42818515,7734
42439399,42447115,24418
42440004,42428310,14110
42438906,42442123,7941
42833312,42810494,6460
42439553,42438788,18753
2089937932,42917418,38415
42931844,42908259,6396
597844756,42497588,10479
42439968,42428277,5907
42439392,42446031,13727
42439955,42428258,5907
597844756,42497580,10479
42439550,42440838,37101
42439563,42439567,30915
42439181,42451787,22314
42439580,42439581,5831
42833340,42815810,15711
42833276,42817462,18493
42439078,42454742,16709
42882973,42849730,11460
42439830,42430257,30444
42833257,42817446,7424
42439323,42446889,22314
42439561,42439563,37201
42439191,42451018,3887
42833259,42817450,9093
42439559,42439561,24418
42439553,42439556,18753
42439559,42438798,24418
42439345,42445574,3779
42488408,42497691,2255
42439842,42430277,29423
42833248,42817377,17750
42439563,42438802,30915
42439537,42439542,4397
42439389,42439392,18753
42432308,1918039869,2090
42438961,42456335,18753
42439406,42443029,16692
42439527,42439530,5106
42439530,42439335,4868
42439170,42449893,3887
427842145,42433625,9891
42439834,42429661,6255
42439588,42435844,2132
42439823,42429375,15048
1904847201,42919829,36317
42439497,42439498,22824
42432308,1918039898,3262
42439490,42439497,22824
42439489,42439490,12885
42439598,42432954,2132
42439527,42436779,1827
42439280,42444909,20693
42439551,42436763,32423
42439542,42436796,5143
42439443,42439440,5849
42439840,42427426,7457
42439836,42427374,30444
42439599,42432957,2132
42733534,42758642,14218
42439236,42445558,37201
42439207,42445612,5831
42439399,42439403,24418
42439406,42439409,16692
42439403,42439406,26251
42438894,42442949,12183
42439551,42430143,14474
42832526,42832525,17873
42438908,42453236,20239
42427411,588593611,45854
42439070,42449067,18753
42438984,42451564,13041
42439490,42435231,17256
42439498,42435237,20464
42439497,42435234,22824
42439440,42435422,29423
42439335,42439345,32423
42488212,42497662,10979
42439486,42435211,13727
42832531,42832526,17873
482661024,482661734,10610
42439443,42435642,22603
42439556,42430052,13727
42832503,42832499,6901
42832512,42832506,33347
42832525,42832523,41124
42439070,42446521,18753
42832506,42832503,6901
42439178,42442881,3887
42439275,42439830,30444
42439561,42430063,37201
42882916,42842354,5349
42439286,42439295,27470
42832499,42832494,6901
42439567,42430075,26526
42439280,42439286,27470
42832494,42832489,8707
42440253,61275601,102523
42881458,42882970,11460
42439567,42428012,26526
42432054,1918039896,30331
42439345,42436364,11741
42438891,42449956,7567
42438949,42447176,12885
42488270,42491439,3420
42883028,42836513,18145
42438889,42446987,12183
42438920,42447336,6000
42439464,42430989,12573
42439203,42438849,3887
42439275,42435603,23984
42439464,42429999,9729
42439191,42438362,3887
42438772,42447207,12885
42439236,42434140,15540
42438881,42445928,7567
42439454,42428590,9729
42733194,42759735,10891
42439207,42435470,5831
42439099,42439096,58373
42438971,42443061,22824
427841071,42451695,27470
295228009,103856534,104196
42439228,42434314,2132
42439213,42434340,16699
42439335,42430167,32423
42439006,42440743,22314
42439001,42440754,16118
42437465,42448430,1799
42880319,42896819,4853
42438795,42438791,12575
42438886,42438881,13727
42809611,1414020846,12667
42932921,42855364,36317
42439001,42439006,16118
42439096,42436152,1958
42439029,42438228,2268
42486600,42535632,10014
42438859,42443346,20038
42439286,42429664,27470
427840949,427804196,32684
42438963,42438961,13727
42438973,42438971,22824
42439272,42429657,6255
42733809,42735759,7905
42438923,42440138,5468
42438509,42452956,26526
42438889,42438886,12183
42439001,42436947,5462
42438953,42438949,12885
42438867,42441668,6981
42438836,42442604,16699
42438300,42458943,6000
42438774,42444458,18179
42438949,42438947,12885
42438891,42438889,24647
42439236,42428471,19330
42487311,42511716,10652
42733591,42741106,5211
272195272,1538237264,29878
42438894,42438891,37201
42880331,42910092,4118
42883002,42824169,7734
42438832,42438306,6000
42438836,42438839,3545
42438503,42450025,26251
595105531,42455929,20669
42438672,42444933,20693
42438784,42440710,23149
42438859,42438862,19436
595105496,42455934,12183
42438928,42435354,11640
42882970,42826064,11460
476025020,476025435,138709
42438805,42439567,26526
561035330,595314103,19753
42438800,42439561,37201
42488516,42471133,10404
42439073,42430249,32423
42438702,42442128,7941
42428345,588546798,11011
42439073,42430828,30444
42438791,42439556,13727
476025008,476025020,12550
103207071,103207075,134896
599270651,2408421436,8965
42438798,42438795,24418
42438805,42438802,30915
42438825,42438304,104119
247085079,593839894,71530
42438800,42438798,24418
42438819,42438300,6000
103207060,103207063,134896
42438468,42438471,815
42438173,42453310,4078
42438795,42436481,14522
42733681,42733678,18367
103207043,103207045,134896
42438791,42438788,18753
42438819,42437841,6000
42438772,42438774,12885
42733686,42733681,8476
42438544,42445888,18753
42488442,42470376,3995
42882973,42824118,11460
599270611,2408421292,15465
42438498,42447105,17008
42438798,42436484,14522
42438802,42436489,14522
595105472,42453000,20669
42438506,42443027,17008
42438973,42430488,20464
42932948,42846151,31107
42438487,42446026,13727
42432071,1919595924,30331
42438849,42434360,3887
42438788,42436475,18753
1170604778,42445598,24630
42438155,42453934,16856
42438953,42430482,10000
42431413,248709587,4183
42438963,42430474,13727
42442963,371034162,30915
42438881,42432580,18753
42733524,42735692,9712
42438471,42438476,9712
42438836,42428892,22921
42438531,42440449,8647
42733530,42733526,10373
42733534,42733530,10373
103207063,103201208,134896
42856258,597294497,5739
42733526,42733524,3564
42488429,42467024,13460
42438529,42438531,647
42438785,42431491,23149
42438819,42430989,6000
589928029,2831728349,12575
42438867,42428072,6981
279609722,597443942,34182
42438531,42438529,647
42932839,42841815,11960
42832478,42808177,11952
595105581,42442948,20669
42438862,42428063,19436
42437949,42456303,18753
427841071,42434465,4698
42438506,42438509,16692
42437845,42458943,6000
42438529,42436974,647
449617997,451052015,132245
42438498,42438503,24418
42438529,42437505,1799
42437990,42453700,9186
42438839,42427649,3545
42438463,42439181,22314
42437996,42432108,11585
42487311,42483950,10652
42438300,42438819,6000
42438257,42442664,14642
42438547,42434807,7300
42881950,42845815,12494
42438784,42428493,16118
42438463,42438362,3887
42879545,42919687,2895
42438809,42427036,7735
42437996,42452076,22656
42476728,598043776,6163
42438544,42434800,7300
276320116,276318043,78630
42438292,42442613,16699
42438859,42424225,20038
103207045,103194948,134896
42487555,42487558,6842
42438306,42438832,6000
42486594,42516043,6448
42932492,42849753,36317
42438928,42421852,11640
42438362,42439191,3887
587812578,587812665,134896
42438809,42425246,7735
42437830,42455480,7953
42438674,42427821,14908
277387017,476025008,1990
42437379,62915525,102523
42438684,42427828,7300
42487083,42500050,3995
42437949,42450489,18753
42438275,42440381,20239
42438531,42423307,122289
1773063789,1773063787,25209
589928189,371231343,2271
595105496,42438894,45373
1773063787,1773066054,25209
42438476,42433243,14255
42438304,42438306,6000
589928201,371231224,7220
42438306,42438304,6000
42832512,42799103,33347
42438038,42445783,6000
42438304,42437845,104119
42437801,42453258,14233
42438774,42422086,22824
42732974,42739770,17717
2408421467,276060694,8546
42486329,42514974,2637
593216431,593301322,7015
42438173,42438849,4078
42437670,42455735,2180
2799469684,42844233,10000
42438024,42442651,12816
42438509,42428022,26526
42438174,42438173,4078
42437917,42443406,20038
42879504,42910642,18373
42537973,42488999,9378
42437693,42451695,4698
42487567,42477254,7097
42438066,42439029,19821
42437760,42448440,10000
42437749,42439813,12423
42487070,42487074,7596
42437965,42437996,22656
42487558,42474733,6842
42437589,42452067,25209
42879498,42908947,6000
42438045,42438043,19436
42487552,42474960,6842
2408421303,276058764,24088
42442422,1996323622,30107
103859657,296859440,104196
42437992,42437990,22656
42438060,42436069,3799
42486735,42499830,8720
42831190,42831193,10796
42437990,42437965,22656
42831193,42831190,10796
589929417,42452814,26526
42438052,42434161,6981
42438038,42435448,2131
42732960,42730077,1851
42438043,42435312,20038
42437746,42443832,11453
42437749,42444277,11453
42881130,42855140,2955
42437830,42440754,16118
42437644,42446701,23861
42476629,598031730,9876
42437686,42445404,18753
42438043,42434158,20038
42437928,42437801,14233
42487074,42487083,7519
42437890,42435624,27227
42437841,42438825,104119
42437371,42454433,32684
42487066,42487070,7596
42437339,42455867,4367
42437354,42455396,3510
42437349,42455175,3510
42437914,42437909,27470
42437909,42437914,27470
42437280,42456543,4188
42437663,42444954,20693
42437346,42455083,4367
42487564,42471183,8384
42437379,42453545,4902
42437626,1773121034,4367
42437644,42445365,18753
42437826,42437830,7953
2799469684,42832453,8708
42437354,42453613,3510
42437289,42455887,22314
42487552,42470396,43519
42437343,42453604,3510
42437845,42438304,104119
42437349,42453610,2797
42437830,42437826,7953
42437909,42435624,20693
42437845,42437841,104119
103207076,103175945,134688
42826933,2459401771,13965
2402842568,2503677681,7734
42437580,42445606,2069
42435400,42456115,20464
42436903,42436894,58373
42437283,42437287,37201
42485640,42519223,4909
42437283,42449893,4188
42437763,42437760,11453
42437773,42437770,4772
42803880,2439667846,34953
42437801,42437928,14233
42437909,42434279,27227
42433408,589929417,176420
42437618,42442843,28935
42437890,42434270,27227
42437763,42437768,11453
42437881,42434268,4339
42437770,42437773,4772
42437770,42437768,11453
42437773,42437505,11453
42437768,42437770,11453
42437768,42437763,11453
42437177,42453220,20239
42905218,279603573,10038
42437996,42429643,1470
42437760,42437763,11453
277787301,2089937906,38415
42437423,42447228,18753
42437428,42447230,6704
42437433,42447069,6704
371198766,371207282,137077
42437654,42439443,23861
42932839,42817771,4857
42437770,42435928,4772
42437481,42444129,14255
42437763,42435923,13567
42437760,42435922,11453
42436968,42455200,28081
42437773,42432000,11453
42437358,42445916,18753
60918583,60925316,23682
42931433,42859209,3233
42446398,370894980,30331
42437881,42430271,32423
42437890,42430271,29423
42430749,247123651,12573
42437663,42435644,29870
42437928,42427834,15210
42437445,42442983,6704
42882356,42806459,1681
42446398,370893396,30331
2089937763,42860233,48141
42437368,42445001,19103
42486339,42497669,10979
42437580,42437589,5831
42437589,42437580,5831
42437654,42435644,29870
42437915,42427494,4475
42437283,42446875,3976
42437914,42427483,4475
42438084,42422086,3591
42438045,42422000,19436
42437384,42443332,21107
42437529,42439170,3887
42437881,42428201,10390
42437530,42438174,4078
42731099,42775271,6989
42438052,42422018,6981
42436796,42452396,5143
42437654,42430304,5907
598300223,42465871,141821
42437503,42437770,11453
42927013,1927807845,12694
42437505,42438529,1799
595703341,247227450,80
42437218,42446733,12145
42437529,42437530,3887
42436922,42456060,17008
42437177,42446772,20239
42437490,42437763,11453
42437333,42442843,3510
42437204,42446723,20239
42437201,42446155,18753
42437201,42446721,18753
42437188,42446778,6000
42437425,42437423,18753
42486597,42486594,6448
296859440,295452099,104196
42497729,370870741,11246
42437786,42427744,11453
42437451,42437445,30915
42437287,42442877,3976
42437174,42446161,18753
42437463,42436330,11741
371198785,371198766,137077
42437445,42437436,37201
42437363,42439972,5907
42437428,42437425,13727
42437436,42437433,24418
42437433,42437428,6704
42437156,42441254,8817
622232072,2422186264,21189
42437916,42421731,12145
42457788,422438819,14470
42436903,42453457,58373
42437589,42432184,5831
42437918,42421741,11640
103207079,103162254,134688
42437644,42430304,32423
42437536,42431868,2090
42451787,1692450029,22099
42437410,42437401,8000
2757013657,597688920,51134
42436894,42452006,4211
42437536,42432679,1813
42437686,42427786,18753
42437156,42441257,8817
589929417,42433408,176420
42437339,42437333,22099
42437135,42444116,14255
42437343,42437339,22314
42436714,42455963,20669
42436919,42450015,17008
42535632,42535635,10014
42437287,42437289,22099
42830910,42818606,11450
42437142,42442577,11640
42437363,42435663,29870
42437196,42440112,5468
42437300,42437305,19436
541467364,588455736,25209
42817771,598433545,7188
42436941,42440729,16118
42486339,42486341,3577
42437052,42442492,19436
42437436,42431680,4366
42437451,42431684,4366
42437371,42434439,32684
42437280,42437021,11901
246909451,246913431,58373
42436653,42456107,20464
42436957,42446571,5103
42436630,42456101,20464
42437461,42430571,11741
42486362,42487564,8911
42436947,42446562,6787
42436763,42452026,5831
42437425,42431674,13727
42436941,42446533,5462
42437280,42434357,3976
42436598,42455897,7878
42436911,42446455,18753
42932262,42819589,4857
42436917,42446466,24418
42436578,42456555,7878
42437358,42432436,19103
42437204,42437201,18753
42486341,42486345,2403
42437058,42441535,6981
42487054,42464542,10652
42486350,42486353,3577
42481908,597844574,46069
42436913,42446021,17008
42437312,42433569,6981
42436943,42440743,22314
246909446,246909451,48380
42436990,42442528,19436
42486334,42486339,10979
42436985,42443366,20038
42437300,42433565,20038
42437218,42435746,12145
42437177,42437174,18753
589929444,42428052,26765
246909451,246909454,22151
589929417,42428052,26765
42436756,42449390,23755
42831193,42804745,10796
42437358,42430333,32423
42437124,42437755,4211
42436531,42456049,15896
42436647,42450061,12885
42437096,42437106,1739
42437174,42435387,18753
42436942,42442870,5103
42436707,42449963,8246
42437106,42437108,1739
42900647,597443960,123983
42436921,42443024,30915
42437363,42428287,5907
42437142,42435364,11640
42436514,42455113,7335
42826816,42938502,8510
42802987,597324677,161996
42437211,42433163,23354
42437084,42437096,4463
42436710,42442955,9759
277482219,1242159811,156598
42436726,42446203,20239
103207075,103150196,134688
42436510,42453674,18753
42436939,42440721,16118
42436751,42446270,6048
42436624,42450055,8525
42436748,42446266,6048
42438306,61272284,6000
42436753,42445413,5523
42437021,42437280,11901
42437222,42431187,11640
42437218,42431210,12145
42442142,1420632001,3062
42436756,42445417,3157
42436705,42446994,9759
42436701,42445936,8246
42436947,42439001,5462
42436748,42445409,39616
42437021,42437018,985
42436971,42438531,8647
42437135,42433324,14255
42437018,42437021,985
42436746,42445404,6048
42436990,42436985,19436
42436586,42449906,7878
42436944,42439006,16118
42437124,42433302,11453
42436806,42442728,14642
42436700,42446353,7601
42436935,42438784,16118
42436582,42446925,17886
42436640,42446147,13727
42437111,42432054,30331
42436369,42455200,11741
103870311,293351273,104196
42436586,42448701,37201
42437113,42432083,13268
42436957,42436959,7953
42436578,42448693,39616
42436519,42449982,37201
42436968,42436371,11741
42436779,42442276,1827
42437108,42432060,1906
593886252,42442918,32655
42436949,42436947,6787
42436754,42442898,2630
42436610,42446132,13727
42436637,42445840,18753
42436644,42445823,12885
42437018,42434354,985
42436985,42435323,20038
42486334,42478111,3577
598043776,42533974,13921
42437084,42432068,2762
42436911,42436913,18753
42436919,42436921,37201
42436921,42436922,30915
42437401,42422026,58373
593886220,42442918,17080
42437074,42432075,2762
42436917,42436919,24418
42436052,42436050,3799
42437605,1773076778,4387
42436703,42436701,13727
42436546,42444817,10000
42436651,42443072,22824
42437058,42431057,6981
42436793,42439537,4397
42437118,42429812,7388
42437113,42429754,13268
42430167,1919595913,32423
42437050,42431447,20038
42437108,42429646,22656
42436333,42453038,11741
42535635,42520827,6448
42436894,42436129,4211
42436784,42439530,1827
42437084,42429773,45397
42437096,42429769,45397
42436575,42445879,13727
42436511,42445961,13727
42436544,42445738,22143
42437018,42431452,985
42436761,42439551,32423
42436516,42447020,7335
42437067,42429806,1906
42436556,42445757,6000
42436734,42440146,3545
42436551,42444820,26526
42437312,42421820,6981
496707003,42437760,11453
496707003,42437755,11453
598043776,42530376,13921
42436537,42445731,18753
42437305,42421806,19436
42436705,42436703,9759
42436753,42436751,21488
42436784,42436779,5106
42484806,42521121,35578
42436539,42444810,13727
42436796,42436793,5143
42436590,42442889,17886
42436788,42436784,28081
42444277,587988061,21202
42436481,42445230,14522
42436159,42455357,2500
42881454,42807567,30701
42436119,42456986,6000
42486265,42474832,19728
42436484,42445232,14522
42436756,42436754,33806
42436707,42436705,24647
42442417,1733614298,18854
42436751,42436748,6048
42436549,42443042,23217
42827615,42902896,5703
42437626,1773084405,4367
42436475,42445225,18753
42436748,42436746,13727
42436710,42436707,37201
246909446,42424521,48380
42437021,42428170,30894
42437618,1773084405,28935
42436714,42436710,20669
42427494,1334569028,76710
42436716,42436714,20669
42436489,42436492,30915
42436486,42438800,37201
42436619,42436624,12885
42436974,42427750,753
42455751,593920893,4902
42436701,42436700,18753
42436935,42429373,5462
42436184,42452310,58373
496707000,42433539,13567
42436489,42443009,14522
42436126,42452006,4386
