begin_node,end_node_i,AADT
597444019,42803880,34953
42454622,42435198,6568
42454433,42443563,32684
1792535231,1825841700,28576
42452975,427842140,10817
42502968,42513634,16276
42439170,390519635,4078
42430984,595245918,12573
42430983,595245920,12573
42453555,62915531,102523
42454642,42436122,1801
1996323622,42442422,30107
42502701,42519271,4590
42454798,42429844,18139
42454423,42442276,5106
42447228,248709820,18753
42454600,42421960,18139
42502679,42513496,4590
103861092,103863387,104196
42896827,42880319,4853
42453952,42454401,16856
42454660,42432875,7513
42454795,42428376,11011
42454742,42429378,2071
373850916,589928020,3343
42454742,42429388,16709
276203987,42911763,17109
42454798,42427254,18139
42453943,42453952,16856
42454192,42446041,12575
42454196,42445748,26526
42454798,42427249,1760
277046475,276317215,5122
42454701,42428014,26526
2408421292,482611472,155066
42844397,42931844,36317
42502693,42514974,4590
42502404,42523684,14412
42454428,42437358,8718
42454679,42430050,18753
42504024,42472987,12995
2629162213,607954922,13965
42846206,42874679,9338
279603573,42905218,10038
42445392,406048768,142638
103861105,103861092,104196
42896867,42876809,6000
42454423,42436784,5106
42453457,42457735,58373
42896911,42870253,6396
42502927,42502926,2141
2408421303,482608660,155066
42454196,42443040,23217
42453700,42457821,9186
277046311,276317706,33568
103861117,103858671,104196
42454042,42446363,6649
1996323622,42431002,21073
42454522,42429888,4006
42502401,42519207,4909
42454538,42429708,31013
42453999,42445664,8231
42454010,42445667,20669
42454006,42445666,8231
42447435,1919595921,4772
42453999,42442931,7372
42496432,278631323,14412
42748414,42754959,6716
598248769,598228039,40641
42448568,1812608108,28081
42454428,42430338,8718
42496432,278630368,2708
42447435,1919595924,30331
42453613,42453610,2797
42510861,588036470,14412
42454378,42430263,32423
42453607,42453604,2797
42453610,42453613,2797
42453610,42453607,2797
42500003,248607283,108834
42453943,42428391,16856
42453717,42442584,11640
42502649,42502648,2180
42454378,42427369,4004
42497758,1567286094,19286
42453777,42447249,19407
42502712,42502709,4590
42454381,42427390,6893
42502705,42502701,4590
42454325,42429412,15048
42502651,42502649,6163
42453934,42440290,16856
42796436,42833397,17750
42453777,42445700,19407
42502653,42502651,6163
541999391,1259822816,11676
42502658,42502656,4590
42453630,42445310,7457
42453457,42452613,58373
541999373,1259822816,39698
42502648,42502645,1887
103860806,103858361,104196
42896819,42864383,4853
42832462,2799469682,33568
42832453,2799469684,8708
42747493,42772936,4061
42454189,42429314,18753
42431650,596775963,13727
42454192,42429330,13087
1544809885,42429703,31013
42502705,42497677,10979
42453395,42453398,58373
42748535,42733809,14621
42453575,42443264,6639
42453468,42449098,1392
825418517,42445702,22156
1773078006,42432082,28935
42502656,42497777,19286
42502645,42497580,6163
42491642,1123921544,4313
42453575,42446099,18753
482675065,482671987,8823
42895303,42906419,3112
42454042,42430707,6649
42453700,42440792,9186
42453674,42440313,28576
1773063789,541467364,25209
42527617,1372888841,141821
307870554,2404083336,104196
42453226,42452564,20239
42453175,42455051,4367
42453555,42443570,102523
106711074,106717940,78630
42739739,2827501292,13771
42453160,42455396,1475
42453158,42455175,1475
42895492,42896971,10516
42453251,42451564,20239
42453952,42430004,6981
42453220,42452564,20239
42453417,42445711,58373
103222970,103174033,10000
42453177,42453175,4367
42502712,42478277,40641
42490375,2805340010,13867
42502684,42488212,4590
42453613,42437354,3510
42846339,42846343,11659
42897095,42846181,10516
42453934,42428379,16856
42846322,42846325,8965
42845810,42862706,12494
42846335,42846339,8195
42453327,42445505,30331
42846314,42846322,8965
42453610,42437349,2797
42453607,42437346,3510
42453601,42437339,3510
42453613,42437118,30331
42453604,42437343,3510
42453008,42453011,20669
42453777,42430122,19407
42453674,42433870,18753
42864879,2447703173,9338
42436475,373268484,18753
42453038,42453036,22156
103174601,103096338,276476
42453545,42437379,4902
825418517,42434837,22156
42453472,42439099,58373
42453036,42453038,22156
42502693,42486334,4590
825418517,42434855,22156
595729841,42429215,14086
480217241,480213827,83933
42452816,42452817,11792
42896918,42844527,6000
42453187,42445390,21975
103859912,103869525,104119
42453236,42445215,20239
42424932,486869939,7388
42453700,42429636,9186
42453669,42431230,6000
42844527,42896918,6000
42453175,42444829,3412
42502674,42484037,4590
42895308,42895311,10000
42453717,42428863,19753
42453177,42444832,3412
42453183,42445369,20086
42895303,42895302,3112
42453624,42428212,10390
42453417,42436052,58373
42453310,42440323,30969
42453630,42430594,7457
42453166,42444827,3412
42453036,42448162,4522
42453104,42446528,5103
42453158,42444833,3412
42453258,42439887,20239
42453187,42442913,33806
42453310,42439203,4078
588455736,588785633,57701
42453555,42430688,102523
42453166,42442850,22099
276204325,42866451,36317
42499999,42500003,2513
276203987,42844301,17109
42746893,42759246,6989
42452812,42446072,12575
42453000,42444055,6056
42452620,42457292,815
42453253,42438236,20239
42846343,42835666,12369
42453241,42438908,20239
42452610,42457735,1612
42453008,42445666,7928
42453258,42437801,14233
42453251,42436726,20239
42452973,42445908,18753
1970262955,541999391,42934
588718770,278638234,11453
42434092,595105581,20669
42846795,42820046,2650
42502709,42476472,4590
42452610,42452613,58373
42452817,42448171,16856
42747188,42761006,109599
42896805,42841853,17873
42453220,42437177,20239
42452809,42448726,18753
42452975,42443975,1780
103876732,295228009,104196
42896944,42834180,6000
42453398,42429570,58373
42453258,42434361,14233
588166450,1930487416,32655
103859804,103861394,104196
42452613,42453468,58373
42502926,42466389,2141
42452630,42444223,961
42452951,42438485,18753
42452814,42444506,26526
42747489,42747493,5404
42845815,42845810,12494
42452564,42453220,20239
42451744,371206271,17008
42451754,371206271,6000
42453379,42427393,70833
246580758,246580736,76710
42452956,42439409,26526
103171558,103174595,276476
42865831,597443960,13387
427804196,427804166,3037
42453216,42431200,20239
42486239,1970262955,14921
42896911,42827392,10000
42846208,42827962,23648
278609934,587988061,136425
42896840,42833574,4853
246580736,246580301,76710
1773078006,1773076778,28935
42445598,248709626,4998
42895450,42874655,9093
42501792,42493358,33250
42846181,42827849,10516
42501776,42494930,2834
42452973,42434946,10817
42452882,42436714,20669
295452099,295516882,104196
42896918,42827392,11841
482623880,482640607,11845
42452365,42443534,5881
246580466,246580758,16943
42895228,42878189,13133
42453007,42432458,37201
42440408,2854054927,4772
42501782,42493348,1405
106710490,106706938,142638
42846151,42827817,31107
1773076778,42437605,4387
42846325,42818418,8965
42452310,42452314,58373
373903786,42453379,70833
42842366,1064257394,5349
42430056,596788016,12575
278609760,587988061,5508
42445505,1918039869,30331
1420632001,595703386,5599
42501208,42504219,3995
42501316,42501314,6229
42843048,42919255,11615
248708583,370924945,6405
42452564,42439485,18753
42501314,42501312,9355
279603573,42849685,18493
1773076513,42437605,41995
42452290,42447308,12145
427804029,42446504,3037
42452330,42446171,13727
42452816,42429832,22156
42452310,42446632,48380
2059304029,42435310,20038
42452048,42445489,5831
42870348,2570180837,15234
42452817,42428411,16856
42452556,42437465,1799
42452006,42454642,4386
2799469682,2799469684,9659
42452084,42451593,11585
42885742,106078799,21482
2059304029,42433927,10000
42452598,42431805,8732
42452396,42440553,6000
42452067,42451660,13268
1369956654,486819531,136425
42422026,2569923492,58373
42452006,42452008,58373
42452040,42449570,5831
1272562732,2821304146,19342
2844853160,2844853158,6142
373903786,42439295,70833
103858840,103869216,128817
1773076513,42432184,10468
2844853162,2844853157,44215
42895311,42861200,10000
42430056,596776041,12575
1773076513,42429754,13268
2844853157,2844853162,44215
2844853160,2844853157,44215
2844853158,2844853160,6142
42452067,42445603,11585
2844853157,2844853160,44215
2844853156,2844853158,6142
476241555,1698103521,15465
42452026,42432142,14474
42501891,42464955,6907
42500039,42525919,10652
42452353,42434072,10441
42452396,42433587,2489
42846846,42788904,31107
597237337,42844233,8708
42429974,596775963,9129
61275601,42446386,102523
42429974,596775985,8837
42452290,42433756,10346
42453691,1773066054,9186
42452290,42435343,16939
42446678,247081122,71530
42500683,42506511,1405
42500696,42506525,33250
42452076,42440686,1739
42746508,42746505,8507
42452015,42439551,22156
42452015,42440838,22156
42451660,42452067,13268
42452630,42421946,961
42452076,42437996,22656
42452353,42430350,32423
279603573,42833276,18493
42452056,42437589,2069
42451564,42453253,20239
42895509,42846846,31107
1544809891,481201672,31013
42451593,42452084,11585
61275601,42440253,102523
42451332,371188756,137077
2408421259,476241567,155066
103858718,103858697,104196
103858697,103861117,104196
103858361,103872547,104196
427804166,42423832,3037
42453406,246866830,58373
42451695,42446668,27470
42843183,42894248,11615
42451712,42446398,30331
103858671,103861105,104196
42452107,42433554,11585
42452008,42436903,58373
42500683,42500680,6448
103858748,103858718,104196
42895302,2629162214,13965
42429682,596776009,13727
486819535,278637105,136425
276204425,42818588,7015
106717940,276317470,5122
2408421325,476241567,15465
103858517,103864594,84433
42452026,42433574,10218
42451593,42447428,11585
42452084,42432099,11585
42452040,42432152,10468
451052015,451051793,132245
42452067,42432085,1610
427804029,42423832,3037
42451370,42452994,22151
103857853,103883766,84433
42452048,42432161,10468
42931320,276069438,6303
42844297,42844301,17109
42451674,42437686,18753
42452107,42427335,3149
530475880,65614878,14086
42445033,2348991701,30546
42421972,1061531509,30107
276204366,42817428,6303
42451540,42446221,22921
42451754,42439416,6000
42432548,595105531,78630
480213827,42482429,6092
42501316,42474668,6229
276385544,2548015256,6000
42421809,1061531550,21073
1773076778,1773078006,28935
42451766,42435522,6000
598228127,373864855,48380
42421749,1061531654,18593
42421775,1061531454,21073
42451231,42451280,137077
42844433,42844527,3763
42846269,42786670,1487
42451564,42439873,20239
246923513,42451370,22151
42499830,42513726,4960
277482762,371231340,85839
42421741,1061531654,10000
42423206,1044184577,85839
103858344,103858748,104196
42430749,2061592973,12573
1698103521,1698103483,15465
2821304146,278641497,19342
42745934,42744747,4310
42844256,42844259,17109
42842354,42903808,5349
42451773,42429348,6000
42842754,42891833,3072
42844259,42844264,17109
42844274,42844279,17109
1698103410,1698103508,15465
42892933,42906439,3112
42746255,42735812,14621
1825841700,1792535231,28576
42430004,2821304138,6981
2757492815,2757492822,11262
42745925,42745934,4310
2757492822,2757492824,11262
42451744,42424142,17008
42841778,42917872,11960
42451660,42429643,13268
42451593,42432097,11585
42892924,42906425,3112
42451674,42428232,5242
42443832,588455744,3262
42451126,42445420,134223
42500051,42500050,5139
42438485,1834852948,18753
587812578,42431099,9729
42451370,246909451,58373
42844394,42835549,11659
2821304146,278642768,19342
42450814,42454010,78630
42440134,42438923,5468
308679541,103859912,104119
42447273,42447275,20038
561035351,561035354,22921
42450015,42443027,37201
42499172,42499167,5713
42766929,1931610637,8854
42428010,596799891,26765
42844233,42836093,8708
42425348,595314119,6981
483584559,2408421138,155066
1895628122,598031871,13103
42894248,42858943,12900
42450814,42449691,142638
2757492824,2757485441,11262
42451018,42439191,3887
42821328,1934649966,8334
278642478,278642480,6391
278642480,278642254,10083
42450456,42456708,18753
597311189,597311193,107828
42500046,42492303,5139
42843178,42858939,12900
42452314,246866798,58373
2831728346,2831728347,12575
42428007,596799866,26765
2831728349,2831728347,19317
42793624,42825887,100896
277032734,597500970,11960
42500003,42492401,2513
42844264,42825343,17109
42500041,42487054,10652
42451409,42422270,45854
597261864,597261861,33250
42844251,42825925,18004
597261861,597261862,33250
42844279,42825556,17109
42841778,42888672,36317
471244587,596271084,100898
42450434,42445033,32684
42919829,1904847201,36317
42451280,42424145,137077
471244797,596271288,10013
277482066,1934650109,76952
42831190,279155134,16751
42450426,42445936,18753
42498314,42531627,12132
42844301,42817470,17109
2854054927,42440408,4772
42443336,248709587,20038
42842881,42860217,48141
42450809,42432548,78630
42450468,42443068,22824
42841786,42888633,9423
42449938,42453999,37201
42450434,42440966,3749
42450341,42445039,32684
597311193,597294550,17873
42841853,42888709,17873
42450688,42432548,114831
42446182,589928040,13727
42450468,42436653,20464
42450071,42449840,14259
42449890,42455465,37201
42841815,42888688,4857
42450066,42449422,22824
42450055,42450057,8525
42450341,42440935,4767
42449918,42446275,2630
42450057,42445827,10000
42450820,42423296,84543
42449886,42453104,15540
42450044,42449007,6639
42841770,42888664,6000
246580736,373903786,76710
42450035,42448735,10000
42450089,42447208,13630
42450426,42436700,7601
42499982,42472268,10207
427850819,427850840,104196
42450325,42439335,4868
42499996,42472268,135438
42450057,42447182,12885
42450066,42447192,12885
42450061,42447187,12885
42450080,42445196,17256
42500050,42469624,5139
42443127,1918039896,22099
42450820,42423295,84543
42450044,42447166,21188
42450489,42433281,4604
482671987,482661734,8823
42450489,42433298,18753
42449828,42453220,18753
42449945,42449947,25566
42449947,42449948,37201
42450037,42447154,22143
42450025,42447115,24418
42450035,42447144,22143
42450030,42447136,22143
42449938,42445661,8231
247227450,42424427,80
42449963,42448379,7068
42449954,42448813,37201
42449932,42449685,17080
42449971,42448321,11930
486849241,486859051,9378
42492415,278634793,31811
42793624,42804992,7015
42449979,42447020,24418
42449985,42447235,7891
42449926,42449314,3885
42449991,42447076,24418
42450030,42445740,10000
42450009,42446472,37201
42450048,42445261,10000
106127689,42904206,96971
42892917,42870429,8620
42449954,42446986,24647
42492415,278633201,31811
42450037,42444500,10000
2854054927,42427335,11585
42449947,42446971,37201
42449945,42446959,37201
588166450,42434962,78639
42449926,42446933,21488
42450057,42443068,22824
42449928,42446935,21488
42449918,42446932,21488
371034137,276036211,9659
2472695924,42909227,100896
42449600,42429563,11197
42449308,42453183,20086
42427915,1946814074,24630
42450352,42430747,23833
595245925,595245918,104119
42449928,42445378,20086
42449890,42446875,3871
42449582,42456206,2489
42500041,42464538,10652
42449576,42456197,4969
42449886,42446533,5103
42449961,42442955,37201
42449948,42444051,6056
595245925,595245860,6000
595245920,595245918,12573
42449963,42442957,37201
42450634,42422682,5262
42449971,42442961,37201
42449685,42449938,7372
103856530,103870325,104196
42450083,42438774,17256
42449956,42442952,37201
42744118,42761082,1851
42449945,42442937,25566
42449948,42442943,37201
371034141,276032821,137077
42450025,42439403,26251
276314522,1934649951,12650
42449833,42446164,12575
595245860,595245925,104119
42450052,42438953,12885
42841795,42877856,9423
42841795,42877851,9423
42449828,42437174,14259
42449683,42445909,13727
42449600,42449597,16856
42449956,42440463,7065
100662028,100662030,156598
42497737,42532193,38594
42498630,42503302,4590
42450015,42438503,17008
42842596,42850855,5349
42450061,42434385,10000
42449582,42449580,4969
42449685,42446942,24647
247074607,42434827,76710
42744747,42736335,14621
246906179,588720448,58373
42449550,42450434,5212
301546018,301546017,84433
42449843,42439498,20464
42449961,42436707,9759
42449979,42436519,7335
42449893,42439170,3887
42498552,42502401,4909
42449308,42456568,39616
371209940,371239958,176420
301546019,301546018,84433
103118057,103162788,134896
42449840,42439490,17256
42449893,42437283,4188
42790935,42874091,6460
42499470,42473222,5713
42449689,42442918,32655
561035354,561035351,22921
42842554,42839056,5349
42454325,402480678,70833
42498514,42498506,37662
42842601,42842596,5349
42457925,370913779,134223
42449942,42432451,7928
1722116498,42431000,12573
42450028,42429338,13087
42488330,598035427,13583
42842564,42842559,5349
42449991,42429690,37201
42842573,42842569,5349
42449982,42429980,7141
42449089,42457426,4784
42842569,42842564,5349
42499167,42477907,5788
42449308,42446934,39616
42449817,42433298,2489
42440330,387184869,22099
42449576,42442269,4969
42449314,42449928,37201
42449427,42445426,20464
42449890,42431459,985
2262434175,2844853153,44215
42842479,42842481,15380
103856530,103856534,104196
103856534,103856544,104196
42449580,42440545,4969
42449906,42429896,3578
42449886,42430886,5073
42497773,42519238,19286
561035354,561035355,22921
42449314,42442910,37201
42842371,42842368,5349
42449341,42444909,20693
42449422,42443078,22824
42449029,42455181,7953
42498312,42498314,12132
371212085,42433490,176420
371212085,42433376,176420
42442175,248709390,80
1584024995,42448593,6391
42842368,42842366,5349
42842366,42842364,8965
42743833,42750216,4997
42448996,42453545,3037
42449641,42433072,4897
561035355,561035354,22921
42842364,42838565,5349
42743425,42761241,10000
42449089,42449098,58373
42449589,42433292,4969
42449597,42431611,15689
277481765,100662035,76952
42449007,42450048,6639
42842492,42833012,21482
42449333,42439272,18753
42449341,42439286,27470
42449023,42449021,22314
42449422,42435396,14259
42841760,42856551,7734
42449333,42438785,23149
42447275,42447278,20038
427850840,42444991,20152
42497683,42497685,10979
1692433916,42445520,8732
1692433938,42448549,8732
42449570,42428436,5831
42498630,42482017,4590
42448726,42456575,18753
42448711,42456961,17886
42449005,42446093,12575
805771586,1918039896,22656
42449589,42428473,19330
42449691,42422899,20669
42842559,42827975,5349
370915065,370923579,114831
42449010,42445263,6639
42448745,42452814,26526
1584024995,42440280,6753
1584024995,42440277,6753
42449187,42435497,18753
272195276,588545728,19342
42449017,42443298,37201
42449098,42440946,58373
42448593,42456492,6391
42449021,42442857,22099
42448483,42459820,10083
1692433920,42448552,8732
42448735,42450037,22143
42885757,2844853156,44215
42449007,42443056,22824
42842303,42832974,15711
42497777,42502653,6163
371037408,2089938148,100896
246909454,588593353,45854
42448326,42455119,100896
42497588,42502648,10479
103115846,76465370,276476
42448707,42448711,23755
42448711,42448707,23755
42449187,42433927,10000
42448655,42448661,3545
42497674,42502701,10979
42497669,42502693,4590
42448979,42436724,13041
370915060,370915065,142638
42448701,42446925,17886
42448693,42446925,17886
42448549,42450325,28081
42497780,42497598,27766
42448693,42445867,13727
42841755,42841760,6460
248709390,595703341,80
42890454,42906413,3112
103872499,295228165,104196
1692433928,42440553,6000
1258875665,597844574,13460
42448552,42449576,28081
42497733,42497729,11246
42870230,276315677,10063
1692433941,42439542,4604
42497724,42497721,123631
42497721,42497720,2513
42449017,42434140,5460
1692433935,42439537,4397
42448735,42443048,10000
42826823,607954910,13965
42497598,42497602,10979
1692433907,42437618,8732
277481750,42449515,85839
42425223,595245843,10004
42497681,42497683,10979
42448329,42454660,11930
42448701,42442889,17886
42448707,42442889,22099
42902894,42518739,8406
42449045,42430861,5073
42449067,42430857,4784
597363919,2689614147,38415
42448813,42438891,12183
42449067,42430247,32423
597414711,276314183,6689
1692433939,42436848,4868
1692483438,42474135,83933
42497612,42497624,3377
42448661,42442628,16699
1692433932,42436788,8732
42449038,42430942,5073
42449027,42430924,5073
42497624,42497631,10979
481250111,482652239,12349
42497602,42497612,10979
42497780,42492219,2403
42449023,42430914,5073
42449021,42430903,5073
42449017,42430886,5073
42497598,42497780,27766
42497598,42497777,19286
42448162,42452816,22156
42448406,42448390,20669
42497588,42497591,2180
42497593,42497596,7413
42743357,42743353,21385
42497596,42497598,19286
42743349,42743345,21385
42448701,42440326,17886
42497591,42497593,14412
103855253,103867983,104119
42497737,42492524,11246
42448693,42440323,17886
42497580,42497588,10479
805771586,1919595914,30331
42497734,42492524,11246
42497737,42492415,31811
42448693,42436578,39616
42448379,42446999,24647
42448321,42449979,13095
42498503,42467929,37662
588175755,279603573,10038
61272284,42438306,6000
42743353,42740896,4935
42497677,42492270,2403
42448701,42436586,37201
42448329,42448326,20669
486876059,42429773,3395
42448283,42449843,20464
42497646,42492244,10979
42448707,42436598,17886
42893106,42815965,11841
42447285,42447281,20038
42941870,42860563,6000
42448430,42437755,11453
42448238,42447126,24418
42448605,42436734,3545
42448278,42448283,14259
42448283,42448278,14259
42842376,42814259,5349
42448390,42443618,7513
42448338,42445941,13727
42497685,42488408,2255
42448655,42434259,17116
42496867,42513154,37662
42482417,480217241,6092
42448379,42443615,7513
42743345,42736247,21385
42448390,42442959,45373
42842400,42811340,5349
42448440,42437481,10000
42448406,42440565,10000
42497773,42483504,19286
1692433919,42428447,8732
205020852,370880758,45854
42448406,42440567,10000
42448171,42448162,11792
42496680,42517087,8720
42448745,42428052,26526
2757485453,1657671821,11262
42446504,427850840,32684
42448216,42446031,12575
42448440,42437760,10000
589100267,589100232,134223
42497734,42482552,11246
42448238,42435514,26251
427850840,42434434,4902
42941870,42867654,42461
589100232,589100267,134223
42497737,42481889,38594
483584559,482623880,31832
42497631,42484039,10979
42742974,42743136,21385
42497580,42485646,10479
42448257,42439416,6000
1538237503,2821304146,136425
42448506,42433173,23354
486873300,42505389,5112
42867013,597261864,32091
2447553689,2447553691,123983
42812008,2295039214,4066
42480527,598228119,40641
247081122,246650510,71530
42448203,42439389,18753
42448605,42427523,3545
42497691,42478289,40641
42497662,42478113,2139
42422399,595314118,128817
42448552,42428447,4969
2408448893,42733686,24442
42497677,42476474,10979
106705771,106711074,142638
370914027,370922849,142638
42436531,593300940,11928
42448257,42435522,6000
42448254,42435518,26526
42742294,42739327,20042
42888688,42926417,4857
42497788,42466290,35578
106705774,106705771,78630
61272996,61273001,104119
42443118,371321235,12829
247123615,42430745,23833
277481814,42423206,85839
42745890,2912071217,2889
2708237394,42817773,44215
42497784,42466454,35578
42743369,42719570,11720
42432060,805771586,30331
42496867,42496869,37662
42478307,598291114,164326
42448423,42424767,114831
42497720,42469358,2513
276060672,2087152354,24088
42448329,42424672,100896
42448257,42428029,26765
42447418,42454622,6568
103861445,440243782,104196
42448171,42430115,16856
2459401771,42867023,13965
103859189,2881922068,84433
42448278,42424117,14259
42447428,42451593,11585
247123611,42424218,102523
42497646,42468449,10979
598291100,598290960,64117
598291114,598290954,164326
1692433907,1773082410,8732
42447308,42446733,10346
42496521,42496516,9072
42888664,42926395,6000
103215751,103215744,14086
42447132,42458766,12575
42447228,42455662,18753
103215737,103215727,276476
42888672,42926409,36317
103215738,103215737,10000
42838415,42908548,4857
42447144,42456578,22143
752178858,103861405,84433
276299179,42898891,44215
42447399,42447389,3545
42496559,42496556,12144
103215727,103213791,276476
100522479,561042197,7248
42447326,42447323,6000
370913779,370913784,134223
370913784,370914027,134223
42447076,42455694,24418
42447330,42447326,6000
42447154,42452812,22143
370913767,370913758,134223
42447295,42447303,6000
42447308,42447303,6000
42496432,42497591,27766
247223720,42457788,15122
42447115,42452954,24418
42447303,42447308,10346
42447303,42447295,6000
482617550,482620176,11845
42446701,42428239,10390
103166412,103149542,10000
42446941,42449932,24647
42447060,42449985,24418
42749525,2024846056,15782
42496098,42506213,8470
42447336,42445219,6000
42447020,42455113,24418
481404934,476241555,155066
42447174,42450048,12885
42447176,42450052,12885
42447196,42449422,12885
42447169,42449005,12885
42742386,42735053,12244
1396352292,42743357,21385
42447249,42447246,1323
42447235,42447069,24418
276065908,482661024,10610
42446933,42456568,3885
42447154,42447149,22143
42447230,42445976,13727
42447201,42447199,14259
42447209,42447208,13630
42447428,42440408,11585
42447196,42447192,12885
42447149,42448735,22143
42447105,42450015,24418
42496869,42478909,37662
42447084,42450009,24418
42447182,42447179,12885
42447303,42443426,20038
42447169,42447166,6639
42447174,42447169,12885
42446932,42454522,4006
42446945,42449938,24647
42446991,42449956,7567
276299282,42885400,38415
42447207,42445189,12885
42447149,42447144,22143
607954910,2629162213,13965
42447030,42449982,24418
42838999,42882356,1681
42446935,42453183,21488
42446994,42449961,24647
42447206,42443819,12885
42447176,42445259,12885
42447237,42442983,30915
451074830,598054698,108834
42447007,42449971,24647
205019740,370880734,136425
588178801,276320116,8708
42480537,598202929,11381
598054704,42519812,42753
42439813,588455744,3262
42447069,42447230,7891
42866850,597237337,13965
42447144,42444814,22143
42447069,42447060,7891
42446999,42448338,7068
247224533,42424229,24630
42446854,42453395,58373
42447009,42448321,24418
42446949,42449942,24647
42447246,42440825,37101
42446987,42448813,24647
42494930,1258875710,3540
42446935,42446934,21488
42446977,42446971,24647
42447323,42437188,6000
2531682690,42422035,2212
42446942,42449683,10000
278609934,370759316,6600
42447009,42447007,11930
42447020,42447009,9123
42839117,42874669,9338
42446925,42448693,17886
42447285,42437916,20038
42938502,1241986499,8510
42446999,42446998,7068
42446925,42448701,17886
42429890,2302133933,21488
42446987,42446986,24647
42447389,42432961,3545
42447435,42432073,30331
42446875,42449890,3871
42446772,42453216,20239
42446971,42446959,25566
42496110,42496107,8470
278642768,1272562895,19342
42496115,42496110,8470
42496093,42496091,8470
42496098,42496095,8470
42496107,42496102,8470
42496102,42496098,8470
42446942,42446941,10253
42446945,42446942,13727
42496095,42496093,8470
42447105,42436917,24418
596747423,293802328,84433
42446949,42445656,8231
42447237,42437451,6704
42447308,42435359,13778
42446934,42446933,21488
42447295,42435341,16939
42447235,42437436,6704
42447230,42437428,6704
42446879,42446875,37201
42888633,42908901,3408
42447281,42435335,16939
42447278,42435333,16939
42447126,42439399,24418
42446889,42446885,22314
42446933,42445411,3885
42446994,42440459,6569
42446825,42446800,58373
42447179,42436619,12885
42447187,42436644,12885
42446849,42446854,58373
42446562,42455007,5103
42447115,42438498,24418
42447199,42435395,14259
42447192,42434384,12885
42446800,42446849,58373
247123651,61272887,104119
42446640,42452314,58373
42446504,42455751,4902
42446849,42445286,58373
42447208,42434129,13630
42445924,42452353,18753
42446363,42449550,5908
42446533,42449886,5103
42444457,2831728347,19317
42839112,42866064,9093
42447166,42434169,21188
752658835,103115846,276476
42447132,42435509,24418
42910593,597443952,13387
42446885,42442877,22099
42446733,42447308,10346
42741047,42759497,7752
42910579,597443931,13387
42446991,42438889,24647
42838565,42882916,5349
42446455,42454679,18753
42446721,42446723,18753
42446925,42440325,17886
2821304136,2821304137,5132
42446998,42436705,8246
42496516,42474987,12144
42447030,42436516,7141
42839067,42865986,6841
60927817,60927819,4081
42839058,42866074,5349
276210876,100662028,157316
42446640,42446632,58373
2821304146,2821304143,19342
42455357,246649429,2500
42447249,42428428,16856
2821304137,2821304138,6981
2821304143,2821304146,19342
42496512,42473632,12144
2844853153,42885757,44215
42527617,598300223,141821
243516350,750332277,104196
42719445,471244433,45751
247223720,42435264,15122
42446701,42443680,18753
42446986,42434085,24647
42447076,42431678,4366
42446889,42437289,22314
42908896,2447703182,7424
42446875,42437283,3976
42447136,42429334,13087
42447060,42431654,9129
42447007,42432847,24647
42446778,42440108,9837
42446941,42434954,10253
42446466,42446461,24418
42447210,42424757,13630
42446547,42446552,22314
42741272,42747489,23255
42447084,42430060,24418
42444985,427845251,30546
42446528,42446533,5103
42446266,42454522,2630
42446488,42445914,18753
42446466,42447084,24418
42446959,42432444,24647
370912945,370912817,134223
42446472,42446466,24418
42446875,42434355,3871
278638234,278638345,11453
42741038,42741043,7752
42446562,42436947,6787
42446363,42445027,32684
42494845,42517021,13460
42446733,42437218,12145
42446488,42445649,15162
42446461,42446016,12575
42446668,42437670,14422
42446932,42429890,4006
42446066,42456575,18753
1773121034,1773121031,15540
42446632,42438030,48380
103215744,103180324,14086
42741279,42741272,23255
42446353,42445930,18753
2459401771,42826933,13965
42495871,42484237,5036
42446800,42429577,58373
42446293,42446291,23755
2025188861,2025188844,23255
2025188866,2025188861,23255
596271084,42737584,100898
42446041,42454189,18753
42446632,42436181,7914
42446723,42433163,20239
42446266,42446270,2630
42446164,42449828,18753
42446270,42446932,2630
42446072,42452809,18753
42446270,42446275,21488
42446138,42450456,18753
42446721,42432352,18753
42446138,42445843,13727
42440854,1812608108,28081
42446533,42436941,5462
42446547,42436943,5462
593915305,593915303,16943
42446552,42436944,5462
596788016,42438795,12575
598054736,42492404,3370
42446026,42452951,18753
42445953,42453674,9123
42446521,42436935,5462
42446528,42436939,5462
276096739,42844259,17109
42741106,42741110,5211
2028383634,2028383638,21092
42844251,277046311,18004
42741043,42741047,3400
42446275,42442898,37201
42446478,42436922,26526
42741098,42741101,14045
42445917,42454428,18753
42446472,42436919,37201
42446177,42446182,13727
42741087,42741091,5211
42735759,2028383634,21092
42838766,42858334,12900
42446353,42440452,7048
42446617,42432241,3262
42446132,42446138,13727
42446161,42446164,14259
42446036,42449187,18753
42445520,42431165,11373
42445417,42453187,23755
42445924,42445926,13727
598043810,598043784,16867
42741110,42735942,5211
42890438,42826850,13965
42890454,42826823,13965
1773121034,42439236,37201
42446031,42448203,18753
42446086,42446093,6639
42446093,42446099,13727
42446723,42426374,20239
42446622,42428368,11011
42446070,42446072,13727
42445896,42451674,18753
42446099,42445256,13727
42740896,42743349,11500
1773121031,42437626,4367
42446066,42446070,13727
598043811,598043803,16867
42446016,42446455,18753
42438476,278609760,136425
2821304143,272195276,19342
598054722,42486083,10207
2089938148,2089938144,137077
