begin_node,end_node_i,Other_Volume
42440721,42434352,25073
42445909,42443950,25069
42423456,42424630,25049
1834852948,42436911,25040
596776089,42446021,25033
42435650,42443965,25032
42435272,42437384,25026
42421993,42431447,25022
358448394,42435635,25003
42452564,42439485,24988
42435283,42432556,24982
42435716,1825841700,24978
42450061,42447187,24977
42435319,42435317,24971
42442502,42442514,24934
42435237,42435234,24929
595105531,42455929,24923
42440743,42431470,24885
42809554,42809551,24878
42446041,42454189,24873
42447249,42428428,24860
587988061,42444277,24849
42432436,42446488,24847
42440056,42440059,24844
42497674,42502701,24842
42446934,42446933,24842
42435264,42439454,24829
42442848,42455867,24826
42448707,42436598,24824
42492210,42496432,24824
598043776,42530376,24811
42438953,42438949,24810
42438836,42428892,24799
42844251,2034007426,24796
42430060,42430056,24791
42450066,42447192,24790
248707601,42459636,24789
42438788,42436475,24773
476241458,599270645,24767
42741272,42747489,24761
42428385,42440290,24743
42471046,42483561,24715
42436748,42436746,24712
246909451,246909454,24699
42445903,42446701,24686
42436913,42446021,24672
42443050,42443048,24666
42429874,42429876,24611
42515018,42486265,24610
42421857,42428863,24596
42817470,42844301,24594
42439968,42439964,24555
42473627,42481627,24552
42437463,42436330,24550
42530376,42492415,24542
42436414,42435578,24535
42434905,42434904,24531
42435684,42428308,24529
42437204,42437201,24522
42429324,42446041,24514
42434255,42434251,24500
42434352,42440721,24489
42436489,42443009,24483
596776260,42449005,24473
272195271,2821304136,24438
42436700,42430367,24436
42428420,42445479,24412
42445574,42442286,24400
42438487,596776083,24391
42449843,42439498,24381
42443077,42443078,24379
42421972,42421969,24365
42443054,42456084,24357
42444810,42446066,24333
42437174,42446161,24320
42431104,42428720,24314
596776083,42438498,24267
2799547042,42826070,24262
42452812,42446072,24257
42443027,42456060,24254
373268484,42436475,24251
42430685,42430680,24234
60924009,595757814,24209
42432963,42432961,24208
42437949,42456303,24193
42890454,42826823,24185
42431650,596775963,24181
42443054,42434175,24181
1919595924,42447435,24176
42427196,42427206,24157
42430235,42430237,24152
561035348,42435997,24142
42445910,561042194,24131
42434160,42438045,24085
42430984,42430985,24039
42427805,42427812,24030
1919595913,42448549,24027
42443040,42450030,23972
42433553,42433551,23958
42818193,42808162,23950
42448338,42445941,23946
42443078,42443081,23944
42818525,42818528,23939
42432825,42432818,23923
42435940,42442604,23907
561042193,42449683,23900
42442613,42433797,23900
42431102,42431099,23893
1834852948,248709733,23887
595757814,60921026,23885
42523684,42510861,23878
42447176,42445259,23872
42456492,2821304146,23867
42450035,42447144,23853
42434168,596776260,23844
1773063789,541467364,23840
42440449,42437503,23833
42456066,42429342,23813
42431099,42431096,23810
42445823,42447182,23783
42438949,42447176,23732
42446461,42446016,23730
42446164,42449828,23724
587987721,246923513,23713
42447149,42448735,23699
42431019,42421776,23691
42424851,42421800,23690
42432963,42434255,23687
42433163,42437204,23650
42496432,278631323,23649
42755157,42742294,23631
42446935,42453183,23625
42428402,42445356,23608
42454742,42429388,23604
42440004,42428310,23602
42733681,42733678,23583
42435716,42428332,23583
42844251,277046311,23579
42826850,42826843,23551
42440153,42445928,23549
42832526,42832525,23547
42439406,42443029,23545
42429342,42454196,23544
42437428,42437425,23527
42434166,42434165,23504
42846151,42827817,23499
42436539,42444810,23475
1733614298,42442422,23470
42439406,42439409,23443
42435499,42446036,23422
42443032,42439406,23375
1061531757,42428634,23375
42443612,596775951,23375
596776083,596776089,23362
42438487,42446026,23355
42849753,42849749,23335
42447009,42447007,23325
42447278,42435333,23310
561042194,42449683,23307
42428880,561035348,23296
42440825,42440820,23282
42445924,42452353,23278
42442415,42439464,23276
42434251,42440056,23273
42818534,42881458,23265
42421865,42443165,23246
42428411,42445466,23241
42431186,42435359,23227
42463657,42471046,23200
42450028,42429338,23176
42448321,42449979,23175
373850921,2481877067,23174
42436390,42431536,23173
42826070,42836343,23172
42436968,42455200,23162
42447174,42447169,23161
42440330,1692450029,23158
561042197,42445653,23146
427841023,427841011,23143
42453036,42453038,23137
42435923,42433547,23126
530475880,65614878,23116
60810758,530475880,23116
65614878,103098504,23116
42725008,42736703,23092
42448216,42446031,23083
42826019,42826027,23077
42435337,42421728,23075
42428049,42428052,23073
42443037,42435516,23057
42437830,42440754,23055
42433834,42444360,23044
596776173,42434168,23039
42434352,42440729,23022
42449589,42428473,23007
42456683,42445961,22997
42446945,42449938,22983
42443528,42445926,22970
42424610,825418517,22959
42428473,42428471,22959
42436644,42445823,22957
596776089,596776078,22943
42438802,42436489,22918
42446177,42446182,22915
483584559,476241458,22915
42428782,561035330,22874
42446622,42428368,22859
42428379,42453934,22855
422438821,42455662,22843
42436484,42445232,22831
42445230,42445227,22824
1061531807,1061531504,22820
42437644,42445365,22818
42443044,42436549,22795
103098551,103215751,22783
42446026,42439392,22781
588718770,278638234,22774
42739739,2827501292,22766
42427812,42435635,22758
42428007,42428005,22756
42486265,42474832,22743
42446668,42437670,22730
42423456,42452015,22728
42443118,371321235,22728
42815965,42883059,22710
596776156,42444814,22707
598043811,598043803,22683
42429714,42428840,22683
42430749,2061592973,22681
42445930,596775914,22662
42435420,42427805,22652
42452040,42432152,22631
42445840,42445843,22630
42428216,42429874,22626
42435654,42435657,22619
42478909,42478907,22593
42807093,42807097,22584
246923513,587987721,22578
42437686,42427786,22567
42832999,42832996,22563
42434215,42434205,22563
42430052,42446013,22561
42431002,42431000,22552
42445466,42428411,22550
42430989,1722116498,22535
42442589,42448605,22527
2141026510,42429732,22513
42448171,42448162,22502
42444487,42434166,22482
42445365,42434948,22461
2710204310,42442410,22458
1825841700,42421969,22421
42435343,42435341,22418
42428402,272195271,22408
42447435,42432073,22406
482623880,482640607,22402
1996323622,1061531491,22381
42436481,42436477,22381
42502404,42523684,22377
42449691,42422899,22351
42427381,42435618,22348
42429334,42447132,22346
42430320,42430324,22332
42447136,42429334,22330
42436423,42435578,22325
42429562,42429563,22321
42435333,42435331,22321
42888709,42832531,22309
42429633,42446800,22303
42434085,42434087,22286
42452954,596776127,22283
42439556,596788016,22276
42428007,42428010,22273
42443052,42444506,22270
481250111,482652239,22270
42434092,595105581,22267
42832531,42832526,22256
103101556,103098551,22246
2034007426,42844251,22228
42439497,42439498,22186
42443165,42429716,22174
42428223,42438544,22171
42525919,42533186,22153
42434895,42430479,22137
42436582,42436586,22122
1061531575,42431118,22120
42439399,42439403,22071
42828367,42872042,22062
42437763,42435923,22047
42523691,42523195,22038
1722116498,1733614298,22024
42436610,596776413,22017
42435341,42435343,21997
42427805,42438547,21995
42736717,42725008,21989
42476673,42476669,21967
42438018,589927880,21966
42421772,42421769,21959
42422899,42454010,21954
42818101,42826837,21952
42428065,1061531695,21951
42818493,42833185,21912
42431030,42421810,21908
42421728,42432736,21903
1927807845,42824162,21901
42456297,42446622,21897
42825534,42890438,21882
42435335,42435333,21877
42442609,42435940,21861
42442574,42435360,21850
42421969,42435250,21835
42736335,42736334,21827
42443066,42443068,21818
42428476,42428473,21810
42446161,42446164,21808
593915305,42430639,21805
42436590,42442889,21772
559865278,42481025,21765
42435310,42434156,21751
42439392,42446031,21747
42430989,42430985,21747
2408421325,476241567,21746
277046311,42844251,21742
42428590,42435261,21735
42447182,42447179,21703
42443618,42432867,21702
42436913,596776078,21699
427842140,1533280148,21697
42435343,42452290,21668
42430749,247123651,21667
42447208,42434129,21666
42466440,42466438,21663
42438949,42438947,21658
42450468,42436653,21645
561042204,42443804,21637
42438894,42442949,21625
42444991,42444985,21605
1123921544,42471265,21583
42430052,42430050,21578
42440012,42428313,21571
42436624,42436627,21561
42423189,42443118,21555
42435269,42435266,21534
42448283,42448278,21503
42435359,42447308,21494
482661024,276065908,21487
42447166,596776260,21486
42428493,42438784,21486
561035330,42428782,21475
42447196,42447192,21466
42431503,42454742,21450
2831728346,2831728347,21411
42442480,42434160,21408
42445587,2141026540,21380
42456578,596776156,21373
42430745,42430742,21368
42446925,42448701,21352
42826957,42810468,21334
42445928,596775870,21329
42808193,42808195,21323
42437930,373850916,21316
42833340,42815810,21314
42428460,42428458,21314
42451660,42429643,21305
42438859,42438862,21305
1061531454,42421775,21261
272195276,588545728,21260
276061025,2408421303,21257
42443347,42428061,21222
42455694,42445994,21217
42428192,42443671,21212
596776260,42447166,21203
2481877067,42437930,21196
42447169,42449005,21193
42435336,42435335,21178
42431078,42428701,21177
42436511,42436510,21171
596776177,42447149,21152
42446147,42434377,21146
42432926,42432928,21141
278638234,278638345,21130
1918039880,1918039869,21122
622232072,2422186264,21114
427842134,42443975,21110
42431544,42443612,21110
42807081,42809543,21103
42428709,42436990,21094
42428471,42428468,21093
42451593,42432097,21075
42446164,42439486,21070
42432585,42428307,21053
42445558,595407648,21002
42882996,2402842565,21000
42436714,42455963,20994
100522728,42443811,20988
276065908,42874694,20983
42458766,42446036,20981
42447428,42440408,20973
42431027,42431024,20967
42433564,42435308,20946
42429023,595473295,20942
42434156,42435312,20942
1061531695,42428645,20928
42736334,42748535,20928
42445867,42436575,20909
42478076,42469903,20875
42445994,42429682,20862
42438795,42436481,20838
1061531491,42442432,20824
42435312,42434156,20818
42826933,42826940,20807
42430673,42437371,20792
42449005,42446093,20785
42841853,42888709,20772
42436619,42434895,20768
42430143,42423456,20767
42472141,42472144,20761
42421776,42431019,20757
42431293,42425232,20749
42432897,42439851,20749
42440022,42428329,20746
42445426,42445430,20745
476241555,1698103521,20728
42432395,42456711,20726
42446041,42445733,20708
42844394,42835549,20706
427845251,593977713,20702
42433743,42433756,20695
42826940,42826957,20692
595314103,561035330,20682
42454192,42446041,20675
42491136,42505442,20661
42491139,42491136,20660
42453220,42452564,20657
42890438,42826850,20653
42818504,42872077,20647
42456084,42443054,20612
2629162214,2629162213,20611
42802627,42800613,20607
42438891,42438889,20589
42761092,42748183,20588
42428425,42453777,20587
42741098,42741101,20563
42432900,42435775,20558
42431104,42431102,20557
42436619,42436624,20539
42437965,42437996,20536
42440935,42442404,20532
42876779,42849745,20532
42818606,42825551,20531
1918039876,805771586,20527
42895302,2629162214,20527
42436549,42443042,20526
42505442,42505456,20521
42432580,42443528,20502
42476669,42476663,20491
42429044,42449641,20486
42423295,42437786,20445
42435550,42452117,20444
42435805,42439861,20434
596776413,42436619,20425
42435364,42435362,20414
42832974,276209340,20407
42428701,42442502,20400
42446021,596776089,20384
42438889,42446987,20382
42442534,1061531807,20377
42435755,42431207,20367
42449683,42445909,20337
42429029,42444081,20334
42446013,596776041,20323
42436333,42453038,20322
42434168,596776173,20317
42439826,42439823,20315
42436477,42436481,20310
42504292,42491478,20303
42435211,42443817,20302
42436414,42431814,20300
42430314,42428264,20296
42445259,42447174,20288
42435624,42437909,20270
42442889,42440330,20266
42429735,42432900,20259
42427821,42427824,20258
42517603,42517600,20248
42453251,42451564,20233
42818549,42818563,20217
42432933,42432932,20217
42831193,42804745,20205
42428858,42421857,20201
42442463,1061531454,20185
598033003,42505433,20158
42514974,42483561,20155
42444081,42430951,20154
42505433,42475336,20153
42826064,42843348,20125
42433537,42435910,20120
42428417,42428411,20118
42448440,42437760,20109
42760885,42760889,20092
589928033,589928040,20089
493889629,42428374,20089
42860563,42860570,20083
42526050,42474979,20082
278607895,1258875449,20081
2141026538,42435802,20047
42435295,42435283,20027
42446072,42444487,20004
390519635,42440326,19998
596776497,42447199,19994
42447105,596776089,19993
42436640,596776349,19987
42434948,42445908,19987
42440326,42448701,19983
276060698,2408421303,19974
42445733,42436539,19949
2141026493,42435810,19938
42435770,42435775,19930
42454795,42428376,19913
42454192,42429330,19897
42443165,42421865,19895
42436423,42436414,19891
595484175,42428080,19888
42475336,42491139,19884
1061531717,595314103,19880
42456711,42436637,19855
42442569,42435359,19834
42428022,42428020,19830
595703198,42435763,19828
476025008,476025020,19810
42435766,42435770,19808
42483554,42483551,19792
42431674,42445994,19787
42434129,42444457,19786
42736247,42736243,19779
42429773,486876059,19776
42447132,42458766,19742
42737547,42758053,19739
42488516,42471133,19735
42431009,42431008,19732
42427764,42427762,19727
42477341,42465349,19695
42435231,42435230,19691
42904211,42824223,19661
42436336,42424610,19657
42849745,42876782,19647
42431008,42431009,19639
482661734,482661024,19635
42443588,42428402,19631
42421852,42438928,19623
42471133,42515023,19615
247223720,42457788,19590
42439556,42430052,19580
42429999,42442417,19573
42807108,42807109,19560
596775941,596775946,19552
42431039,42431044,19549
42519271,598202925,19543
42932839,42932829,19539
42445666,42454006,19524
2312641457,42464848,19522
42446013,42446016,19514
592405093,42452107,19511
1698103521,1698103483,19473
2087152354,1398594289,19470
276203987,592643538,19466
2327435589,42737547,19463
42441254,42429718,19456
42464538,42500039,19448
42437461,42430571,19448
42446066,42456575,19432
42439454,42428590,19426
42430639,593915305,19423
42500041,42464538,19413
589928038,589928033,19401
42455915,42422899,19400
42421737,42421731,19396
2570180837,42816050,19394
42435516,42443032,19393
42421731,42432737,19392
42428912,561035351,19385
370870741,42471291,19365
42849749,42849745,19356
42444453,42444452,19334
42437749,42439813,19330
42436486,42436489,19326
42818143,42821393,19295
42447209,42447208,19285
42428473,42439236,19282
596775882,42446987,19266
597311311,277387017,19243
42433229,278609934,19243
42809536,42902909,19237
42439486,42435211,19236
42796436,42833397,19226
42443811,42445924,19209
42445926,42438881,19189
42430981,42430983,19183
561042204,561042200,19163
42830910,42818606,19159
42442604,42438836,19138
42428420,42428417,19136
42893106,42815965,19126
42435310,42424851,19115
486849241,486859051,19114
42437654,42435644,19112
42445972,596776032,19111
42488527,42519271,19111
42515011,42486239,19106
42818101,42818104,19099
598043896,42511716,19097
42436014,42426089,19061
42458766,42429330,19053
42445481,42428425,19051
42426089,42436353,19050
42444964,42444960,19048
42436703,42436701,19047
597241903,42825525,19040
42455915,589099881,19036
42831190,42831193,19011
42431106,42431107,19010
42437760,496707003,19010
1369956650,42492415,18976
596776127,42448216,18960
42434898,42434895,18957
42897099,279155134,18951
42807109,42807113,18926
42435499,596776120,18917
42746255,42735812,18907
42433404,42456084,18897
42513157,42512085,18895
42437801,42453258,18884
42424610,1104165608,18871
42428307,42432589,18866
42932884,42917872,18849
42433256,42441889,18841
42431116,42431118,18806
42444897,42454325,18805
42817470,42872006,18803
42425570,42425232,18799
42431106,42431104,18784
42436404,42431812,18778
42430363,42446353,18776
42436475,373268484,18769
42436374,42430761,18767
42464955,42464953,18760
42431096,42431099,18735
42512085,2422186265,18721
42442247,42445498,18717
42449971,42448321,18714
100661124,42817491,18713
42432736,42435341,18709
42450057,42447182,18704
42434262,42434259,18701
599270611,2408421292,18690
42807105,42807106,18682
42832478,42872054,18679
42435222,596776442,18673
1061531654,1061531717,18665
42435230,42439489,18652
42451332,589298584,18645
42452067,42451660,18643
42440104,42440108,18632
42424098,42442961,18628
42446945,42446942,18624
596788016,42430056,18621
42430007,42430004,18606
42447230,42445976,18587
42438791,42439556,18570
42428345,42444479,18564
42435770,42432897,18552
42744747,42736335,18552
42449597,42431611,18549
42448216,596776120,18546
2757013603,2757013616,18526
42809618,42809615,18525
1825841700,42428332,18522
596776078,42446461,18520
42431611,42445356,18510
42807106,42807108,18509
42490968,42505415,18506
589928037,589928038,18483
42486339,42497669,18480
42435331,42425570,18448
42424439,42425232,18416
42440153,42432580,18410
42809622,42809618,18410
42809624,42809622,18403
42445740,42443042,18396
1538237434,42428391,18383
42445976,42437425,18379
1919595916,42433581,18369
42429682,596776009,18363
106100961,106089178,18338
42809615,42809611,18324
42435802,42432926,18311
42424109,42424117,18310
42881458,42882970,18306
42452812,596776173,18299
42842303,42832974,18298
42425232,42425570,18294
42809642,42809639,18291
42437142,42435364,18289
42432558,42443336,18285
42435743,42433756,18281
42428020,42451744,18272
42450052,42438953,18249
42431293,42443263,18245
42445653,561042194,18242
598202925,42463657,18226
42458267,42453327,18200
42809660,42809649,18197
42432184,1773076513,18177
42435336,42435337,18164
42429998,42439454,18153
42809637,42809632,18150
42440020,42428321,18149
42438795,42438791,18140
2821304138,272195276,18134
42436477,42438791,18131
42434169,42434168,18124
42505415,42477588,18117
42847428,42858972,18100
42818120,42818118,18098
42431102,595314120,18094
42445888,42446266,18093
42428468,42428464,18090
42809599,42809596,18089
42437928,42437801,18088
596776089,596776083,18076
42807097,42807102,18070
42445941,42443612,18050
589928029,2831728349,18038
482675065,482671987,18034
42803005,42823909,18023
42824172,42883005,18012
42431078,42431089,18009
42438784,42428493,18007
42424408,42436340,17991
42824162,42882996,17990
42809649,42809645,17971
451066683,598202924,17969
42431099,587812578,17964
42448813,42438891,17952
42932829,42932839,17950
103180324,103215738,17949
103215738,103215737,17949
42446987,42446986,17948
42482561,588036489,17946
42508211,42533186,17910
2402842572,42824071,17906
42435743,42435746,17902
42809627,42809624,17901
42431037,42431034,17899
596788016,42438795,17889
588036489,42528600,17887
42456041,42448326,17882
42433797,42442609,17873
276235958,597443960,17871
42749525,2024846056,17871
588718770,486819535,17856
42440829,42433573,17843
42437425,42431674,17837
42818542,42817402,17830
42455119,42436531,17821
42807124,42807128,17809
42736243,42746255,17797
596776177,42456578,17790
42435261,247223720,17775
1506902240,42422038,17767
42818131,42818134,17762
42428782,561035332,17748
42439960,42439955,17743
42431805,42436400,17720
42824101,42818542,17712
42500039,42525919,17694
42436178,42436181,17694
2141026501,2141026493,17692
42452812,596776177,17684
42748535,42733809,17681
42504209,42490467,17678
42435755,42448506,17678
42446949,42445656,17677
42431108,42431107,17675
42437218,42435746,17673
42478107,42483554,17669
42445025,42440163,17653
42858924,42858925,17649
42427335,2854054927,17640
42832467,277046475,17631
597444019,42803880,17626
42443977,593915255,17612
42457788,422438819,17611
42440452,42440153,17603
42497588,42502648,17591
42439955,42439952,17588
42445740,42436546,17582
42818110,42818107,17563
42882970,42826064,17555
1775260897,42445603,17527
42818134,42818139,17522
42437890,42435624,17521
42437916,42421731,17521
371188320,42424137,17506
42806613,42786672,17494
42430479,42438949,17494
42926712,42824399,17480
42421741,42421737,17479
42737549,2327435589,17475
42824399,607955129,17475
596776078,596776089,17466
42445357,42436037,17466
42453258,42434361,17437
42885432,42885123,17430
42900657,42824172,17427
277482762,1369722087,17413
42818139,42830910,17408
42809589,42809585,17397
42818591,42818139,17395
42807117,42807119,17386
42448693,42445867,17383
42427024,42427026,17383
427841071,42451695,17379
42437773,42432000,17367
42429741,42432905,17363
277029719,42809660,17349
42431210,42440104,17340
42809632,42809630,17325
42497580,42497588,17316
371239960,1369722086,17310
42491444,42490968,17307
42447207,42445189,17299
42807102,42807105,17294
42470439,42470437,17291
42427742,592405093,17277
42436546,42444817,17276
622232007,622232010,17266
42478113,42486339,17265
422438819,422438821,17260
42446066,42446070,17250
42452026,42432142,17246
277030759,277630003,17240
42464621,42470434,17237
42825992,42820704,17225
42451674,42437686,17225
42446072,42452809,17224
42437218,42446733,17213
42434074,42434077,17194
278642480,278642254,17189
42439489,42439490,17183
42846343,42835666,17164
371337145,42447210,17154
42446036,42429324,17145
42440408,42447428,17144
42436481,42445230,17143
596776041,42447084,17141
42825985,42825989,17121
42445649,42433604,17119
42470382,42469633,17110
42430056,596788016,17103
42428072,42422592,17102
596776120,42458766,17097
276061035,276061034,17086
42820704,42825994,17085
2408421325,599270611,17067
607955129,42810468,17066
42430985,42442415,17058
42456568,42445896,17049
42428425,42428420,17048
42432148,42432142,17047
42446622,1506902240,17045
42431030,42431027,17042
276061034,276061025,17029
42433756,42433743,17023
42440284,42440287,17021
42428931,42434262,17017
42824223,42803005,16997
42440408,42432094,16996
42497681,42497683,16974
42431099,1061531807,16969
42809593,42809589,16957
42809596,42809593,16926
42441283,42441276,16916
42431005,42431007,16901
42430004,42429562,16886
42825994,42818182,16880
589928040,589928029,16880
42435331,42435333,16879
42445936,596775919,16877
42431000,42442422,16846
596776349,42436644,16844
42442451,42442459,16842
42471089,42515011,16837
42435675,42439990,16819
42454428,42430338,16815
42435746,42437211,16814
42452290,42435343,16808
42446723,42426374,16798
42437201,42446155,16796
42428332,42440025,16789
42435477,42445498,16781
42443040,42429340,16765
42465349,42465343,16764
42442571,561035332,16764
42445733,596776103,16760
42452954,596776083,16758
596776041,42430056,16756
42476474,42497681,16755
42422168,371239960,16748
42452353,42434072,16745
42421776,42431024,16743
42486334,42486339,16739
42505456,42509015,16733
42831212,2570180837,16733
42807132,42810972,16729
42445020,42445018,16725
42433385,42433404,16706
42443366,42443363,16701
42809585,42809582,16699
482671987,482661734,16699
42445928,42440453,16693
42809602,42809599,16686
42442276,42433577,16663
42435775,42429741,16661
42809630,42809627,16659
42429330,42458766,16657
42445899,42449308,16649
42434965,42434962,16649
42438798,42436484,16645
622232010,597294496,16635
42445653,42445651,16619
42440287,42428385,16617
42437670,593915305,16609
42825989,42825992,16604
42432142,42432135,16592
42446461,596776041,16591
595314120,42433256,16587
42807128,42807132,16574
42428956,561035369,16573
42436761,42439551,16571
42428277,42430324,16559
42514454,42531627,16549
42431656,42449985,16545
42444457,2831728347,16542
42427968,42427965,16529
42432174,42430038,16523
42809645,42809642,16518
42445411,42436751,16516
42454522,42445885,16506
42442534,42443381,16503
276058764,276060672,16495
42442933,42442931,16492
42809611,1414020846,16484
42436705,42436703,16480
42432308,42432305,16474
42430770,42430761,16463
481201672,42743369,16462
42885428,42885432,16456
42449005,596776260,16439
42468449,42479021,16434
42858334,42858980,16430
42449932,42449685,16429
42434090,42434092,16415
42809639,42809637,16404
1895628122,598031871,16380
42455113,42445953,16374
42823417,42847428,16367
42429330,42429324,16364
482617539,482617546,16356
42439489,42447201,16342
42743369,42719570,16330
42486239,1970262955,16327
42448216,596776127,16317
42436578,42436582,16316
42441942,42437223,16310
42431560,42440960,16310
42826000,42826008,16308
42431107,42431108,16307
596776156,42436541,16293
42428287,42430333,16281
42431107,42431106,16274
596776078,42436917,16259
42436710,42442955,16253
1372888563,42465234,16249
42446138,596776201,16247
42441526,42431078,16246
42436531,593300940,16243
2481865390,42440804,16242
42445656,42446945,16236
42435335,42435336,16229
42519640,42520559,16217
42488212,42497662,16194
42445603,42452067,16180
2024846056,42752592,16171
42826957,42826940,16159
42470434,42494845,16141
42894248,42858943,16130
42440001,42432585,16125
42490467,42490380,16118
42436705,42446994,16112
42442625,42448655,16099
42430983,42430981,16085
42431044,42422016,16082
42435319,42435323,16079
276061098,276061102,16061
42432933,42435814,16050
42497646,42468449,16039
42440144,42429827,16038
42833321,42882973,16030
42441654,42441670,16027
597325450,597325461,16024
42446942,42446941,15999
42448406,42440565,15987
595352904,42428956,15982
42457821,42433547,15960
42435266,42435265,15952
278609934,42448483,15942
42436582,42446925,15929
42818182,42826000,15924
42455751,42437371,15923
2141026498,595703198,15919
42896805,42841853,15916
42441276,42431193,15902
42446461,596776078,15900
42465926,42465770,15898
42435403,42448278,15898
42429334,42429330,15894
42856560,42856556,15893
42435328,42424439,15867
42427523,42432933,15866
42430953,42427196,15866
596776127,42452954,15866
42430308,42430311,15849
42432564,42442445,15838
42438772,42447207,15836
593886253,42432540,15824
42431210,42437218,15824
42439964,42433611,15821
42430317,42430320,15816
42874612,42849663,15813
42477588,42505420,15791
42428305,42439996,15779
42456578,42446066,15769
42443614,42446999,15765
42436330,42436333,15759
42858918,42858920,15756
42520764,42481968,15756
42858939,42858943,15746
42883059,42904211,15736
596776103,42454192,15731
42469606,42500041,15731
42448430,42437755,15712
42446155,596776546,15703
42448406,42440567,15695
42442977,42431659,15688
42850855,42850860,15664
42858990,277031024,15657
42835666,42858888,15653
42872027,42818573,15641
42807119,42807124,15641
596775963,596776032,15634
42452816,42452817,15621
42431650,42445972,15616
42502674,42484037,15591
42431000,42438832,15590
42734120,42775278,15579
42428232,42428227,15578
42433604,42443950,15577
42475325,42482207,15575
42436381,42430770,15571
595245918,42430984,15570
42432174,42432171,15569
42442935,42442933,15563
42438862,42428063,15559
42449833,596776497,15559
42431193,42441263,15555
42858947,42836292,15553
42435684,42435687,15547
42438045,42422000,15530
596776442,42449833,15530
42437770,42437768,15527
42436541,596776103,15516
42466184,42466183,15489
42439996,42439994,15484
42815810,42876779,15484
42435807,42435805,15458
42435333,42435335,15452
42445936,42445941,15443
42427300,42445466,15427
42435522,42451766,15427
42786672,42823417,15419
42846339,42846343,15395
42439990,42428297,15390
42526054,42479621,15388
598043899,42471764,15366
42432171,42432165,15361
42437801,42437928,15345
42437763,42437768,15341
42449985,42447235,15334
42465336,42465332,15320
42421810,42421809,15318
42833325,42833321,15310
42432933,42432936,15306
42438795,596788016,15300
42874694,276065579,15296
1918039869,1918039880,15292
42446942,42449683,15278
42429976,42429974,15278
100522728,596775840,15258
561042193,42446941,15255
42443561,42445011,15251
42424427,42435265,15244
42444116,42452556,15241
42428201,42437881,15240
805771586,1918039896,15236
42449833,42446164,15235
42447201,42447199,15213
42434895,42434894,15203
1692433938,42448549,15200
42428590,1061531707,15200
42818139,42818143,15191
42815805,42817412,15175
42497677,42476474,15173
42838766,42858334,15171
42437881,42428201,15169
42901466,42904155,15164
42428315,42440015,15147
42424672,42427965,15136
561042194,42446945,15129
42435610,42427381,15120
42475959,42466196,15117
276317215,42832462,15110
42436514,42436511,15104
42442542,1061531504,15084
825418517,42434855,15067
42447308,42435359,15063
42517021,42511729,15025
42881950,42845815,15001
482608660,599270611,15001
42442561,42443406,15000
42445569,42421960,14995
42442584,42421852,14992
42435844,42439887,14987
42430056,596776041,14970
42807113,42807116,14968
42428328,42431549,14965
42439994,42439990,14959
42431111,42431113,14951
598202939,451020319,14950
42437280,42437021,14941
2821304137,42429562,14935
42444458,42434131,14927
42435675,42435677,14912
42442247,42435472,14910
42427305,42445474,14910
42436481,42438795,14905
42438809,42427036,14898
42434131,42450089,14891
42445261,42450052,14890
42445520,42431165,14885
42428978,42427136,14833
42431089,42431094,14830
42436313,42440916,14824
42469212,42469214,14795
42430320,42428272,14778
42430126,42430135,14773
42458267,42428444,14756
541999391,1259822816,14746
42449982,42429980,14745
42437156,42441257,14740
42432585,42439996,14736
42831190,279155134,14731
42835573,42788904,14731
42446733,42447308,14727
42810491,42810479,14726
42442578,42442577,14719
42531627,42514454,14718
42735812,42749525,14711
42435710,42431556,14685
1773060099,1773066054,14684
589928020,589928037,14680
42430356,42430358,14666
2757013638,2757013657,14666
42832478,42808177,14663
42432572,42441654,14662
2059304029,42433927,14651
42471615,42470439,14637
42449683,561042194,14636
42826016,42826019,14630
42450037,42444500,14628
42841795,42877851,14625
42431793,42431789,14621
42452290,42433756,14613
42445651,42445914,14613
42459579,42440476,14607
1414020846,42809602,14606
277046643,42832478,14578
42815354,42838766,14576
42431096,42431094,14569
42469612,42469606,14565
42429714,42442578,14563
596775882,100522728,14563
42865829,42877859,14560
42453777,42430122,14552
42436544,42436541,14548
42446424,42425100,14544
42494845,42517021,14542
42437113,42432083,14533
42436119,42456986,14528
42438953,42430482,14519
42818107,42818110,14516
42451593,42452084,14513
592627491,486849241,14509
42484162,42520686,14506
486872598,592627491,14504
42447169,42447166,14496
42434237,42455412,14489
42832489,277046643,14489
42427335,42433554,14474
42431004,42428634,14472
596775914,42440456,14467
42427242,42427239,14445
42808170,42818487,14433
42422038,42422042,14414
42427744,42427742,14413
42435341,42432736,14408
42430308,42428253,14387
42843178,42858939,14372
561042200,561042197,14367
42861161,42818588,14366
42428174,42437280,14342
42429971,42431650,14332
42428234,42443680,14321
42509052,42471089,14318
42436567,592484776,14304
42435310,2059304029,14301
42435295,42435301,14296
42434361,42445587,14294
42440754,42439001,14288
42424032,42431004,14286
42435264,42435261,14285
42443336,42442432,14281
42437021,42437280,14263
42453258,42437801,14263
42512070,42532947,14256
42427786,42427787,14254
42786700,42885444,14250
42440282,1538237248,14234
42466196,42466192,14232
42498314,42531627,14231
42877859,42877856,14225
42429744,42429741,14224
42843183,42894248,14208
598043803,598043797,14204
42440108,42440104,14201
496707003,42437755,14197
42520698,42488270,14189
42872016,42808195,14183
42469389,42469382,14182
42882987,2402842565,14177
